acmi_id,acmi_name,wikidata_id,wikidata_name,match
37870,J PARSONS,Q364398,NEIL PATERSON,45
37870,J PARSONS,Q7047160,NOEL PEARSON,45
37870,J PARSONS,Q3517043,TED PARSONS,44
37870,J PARSONS,Q106376750,PAULSON,43
37870,J PARSONS,Q19828020,JANE PIERSON,42
37870,J PARSONS,Q249143,LOUELLA PARSONS,42
37870,J PARSONS,Q862358,BILL PATERSON,42
37870,J PARSONS,Q16749855,MILTON PARSONS,42
37870,J PARSONS,Q24200143,PARK SEONG-BOK,42
37870,J PARSONS,Q7408005,SAM PARSONSON,42
37870,J PARSONS,Q1691728,JOEL MARSTON,40
37870,J PARSONS,Q273056,NANCY PARSONS,40
37870,J PARSONS,Q484856,PARK HEE-SOON,40
37870,J PARSONS,Q232541,ESTELLE PARSONS,40
37870,J PARSONS,Q16873053,LINDSLEY PARSONS,39
37870,J PARSONS,Q270079,P. J. SOLES,39
37870,J PARSONS,Q3368696,PATERSON JOSEPH,38
37870,J PARSONS,Q60656254,HARRIET PARSONS,38
37870,J PARSONS,Q463316,JAY KARNES,38
37870,J PARSONS,Q2452779,J. A. PRESTON,38
37870,J PARSONS,Q56165231,JASON WISE,38
37870,J PARSONS,Q447207,JORGEN PERSSON,38
37870,J PARSONS,Q3371652,PAUL LE PERSON,38
37870,J PARSONS,Q39141088,KEITH PEARSON,37
37870,J PARSONS,Q515579,JORGEN PERSSON,37
37870,J PARSONS,Q3182953,JOHNNY PEARSON,37
37870,J PARSONS,Q190972,JIM PARSONS,37
37870,J PARSONS,Q5901556,JIMMY KARLSSON,37
37870,J PARSONS,Q17537033,BRIAN PEARSON,37
37870,J PARSONS,Q1887205,JILL LARSON,37
37870,J PARSONS,Q439216,NEVA PATTERSON,36
37870,J PARSONS,Q2305099,JOE MAROSS,36
37870,J PARSONS,Q495720,PARK JI-WON,36
37870,J PARSONS,Q3807509,JAY RICHARDSON,36
37870,J PARSONS,Q311671,JAMES PATTERSON,36
37870,J PARSONS,Q3368580,PAT PATERSON,36
37870,J PARSONS,Q5479433,BORJE LARSSON,36
37870,J PARSONS,Q5673410,AMY CARSON,36
37870,J PARSONS,Q1359752,JASON SHAW,36
37870,J PARSONS,Q5927142,JASON PRESSON,36
37870,J PARSONS,Q106375405,JI-WON PARK,36
37870,J PARSONS,Q918279,JOHN MARSTON,36
37870,J PARSONS,Q5936360,KAJ LARSEN,36
37870,J PARSONS,Q1225238,JOHN MCPHERSON,36
37870,J PARSONS,Q15069874,JOANA PERSON,36
37870,J PARSONS,Q8022592,WILLY PARSONS,36
37870,J PARSONS,Q6514694,LEE PATTERSON,36
37870,J PARSONS,Q1682667,JANET PATTERSON,35
37870,J PARSONS,Q3124679,H. B. PARKINSON,35
37870,J PARSONS,Q15069989,ART PARKINSON,35
37870,J PARSONS,Q3126803,HANK PATTERSON,34
37870,J PARSONS,Q6113592,JACK LARSON,34
37870,J PARSONS,Q24734321,RYAN J. SIMMONS,34
37870,J PARSONS,Q3400803,JON RONSON,33
37870,J PARSONS,Q5116234,PARK SEO-JOON,33
37870,J PARSONS,Q24706213,CHRIS PARSONS,33
37870,J PARSONS,Q817643,BEN PATTERSON,33
37870,J PARSONS,Q284254,KARYN PARSONS,33
37870,J PARSONS,Q42244196,ERIC PEARSON,33
37870,J PARSONS,Q233006,APRIL PEARSON,33
37870,J PARSONS,Q3874313,NEIL PEARSON,32
37870,J PARSONS,Q5235476,DAVID J. PATTERSON,32
37870,J PARSONS,Q3042656,J. LAROSE,32
37870,J PARSONS,Q1382999,EWAN PEARSON,32
37870,J PARSONS,Q12597117,PARK JONG-WON,32
37870,J PARSONS,Q4761147,ANDY PATERSON,32
37870,J PARSONS,Q1339383,JONAS KARLSSON,32
37870,J PARSONS,Q1708588,JOSHUA MARSTON,32
37870,J PARSONS,Q23762409,JOE PARSONS,32
37870,J PARSONS,Q4615198,JOE STEWARDSON,32
37870,J PARSONS,Q6174681,JEFF PETERSON,31
37870,J PARSONS,Q15046321,JASON MOSS,31
37870,J PARSONS,Q21561036,JOHN PATTISON,31
37870,J PARSONS,Q6085681,PRESTON JONES,31
37870,J PARSONS,Q64578776,JASON USRY,30
37870,J PARSONS,Q3809528,JOHN PARAGON,30
37870,J PARSONS,Q6060442,JAN RABSON,30
37870,J PARSONS,Q9355879,JASON TSOU,30
37870,J PARSONS,Q5444473,FERN PERSONS,30
37870,J PARSONS,Q100265400,DEBS PATERSON,30
37870,J PARSONS,Q984352,S. J. WATSON,30
37870,J PARSONS,Q11998175,RODGER PARSONS,30
37870,J PARSONS,Q3163247,JAY PAULSON,30
37870,J PARSONS,Q15525059,JASON WEST,30
37870,J PARSONS,Q2395345,JD SAMSON,29
37870,J PARSONS,Q7153265,"PAUL ROBESON, JR.",29
37870,J PARSONS,Q5980579,IAIN PATERSON,29
37870,J PARSONS,Q197894,OWEN PATERSON,29
37870,J PARSONS,Q5388763,ERIK PATTERSON,29
37870,J PARSONS,Q97840531,P.J. STARKS,28
37870,J PARSONS,Q1329542,JAY PARINI,28
37870,J PARSONS,Q16106405,JAN PERSSON,28
37870,J PARSONS,Q101081491,JAN PROKES,28
37870,J PARSONS,Q6167247,JAY TARSES,27
37870,J PARSONS,Q892054,J. D. PARDO,27
37870,J PARSONS,Q5170420,COREY PEARSON,27
37870,J PARSONS,Q6969277,NATHAN PARSONS,27
37870,J PARSONS,Q483563,PARK JI-YEON,27
37870,J PARSONS,Q1337855,NICHOLAS PARSONS,27
37870,J PARSONS,Q50301578,JURGIS KRASONS,27
37870,J PARSONS,Q6205424,JOAN SANDERSON,26
37870,J PARSONS,Q5209026,DAI PATERSON,26
37870,J PARSONS,Q17346066,PARK JONG-WON,26
37870,J PARSONS,Q1794153,JOHN PATTERSON,26
37870,J PARSONS,Q345827,OWEN PATERSON,26
37870,J PARSONS,Q7238560,PRASOON JOSHI,26
37870,J PARSONS,Q7369567,ROSS PATTERSON,26
37870,J PARSONS,Q12597040,PARK JAE-WOONG,26
37870,J PARSONS,Q6252898,JOHN PIERSON,25
37870,J PARSONS,Q27831073,JASON NASH,25
37870,J PARSONS,Q384720,SIMON PARK,25
37870,J PARSONS,Q16223349,AZURE PARSONS,25
37870,J PARSONS,Q7612918,STEVE J. SPEARS,25
37870,J PARSONS,Q95402383,MAEVE PATERSON,25
37870,J PARSONS,Q12597189,PARK JI-YEON,24
37870,J PARSONS,Q6248253,JOHN MCPHERSON,24
37870,J PARSONS,Q54820916,EDI PATTERSON,24
37870,J PARSONS,Q107541545,PARK JI-YONG,24
37870,J PARSONS,Q615786,JOE MASON,24
37870,J PARSONS,Q21872842,JASON WISE,24
37870,J PARSONS,Q6820578,SONG JI-NA,24
37870,J PARSONS,Q6383802,KEIR PEARSON,24
37870,J PARSONS,Q21526661,MARK SORENSEN JR.,24
37870,J PARSONS,Q492313,PARK JIN-YOUNG,24
37870,J PARSONS,Q720955,PAT PATTERSON,24
37870,J PARSONS,Q26898684,EVE MARSON,24
37870,J PARSONS,Q2553698,NOEL PEARSON,24
37870,J PARSONS,Q108128836,ANJO B ARSON,24
37870,J PARSONS,Q18648228,PARK MI-SO,24
37870,J PARSONS,Q65933964,BECKY PARSONS,23
37870,J PARSONS,Q12597193,PARK JI-YOUNG,23
37870,J PARSONS,Q5525722,GARY PATTERSON,23
37870,J PARSONS,Q57697011,PARK JUN-SOO,22
37870,J PARSONS,Q818078,BENNY PARSONS,22
37870,J PARSONS,Q4886281,BEN PEARSON,22
37870,J PARSONS,Q22069517,JAY PATTERSON,22
37870,J PARSONS,Q25367742,CAROLINA PARSONS,21
37870,J PARSONS,Q816459,BEN CARSON,21
37870,J PARSONS,Q26922229,JENNIE PIERSON,21
37870,J PARSONS,Q1458222,STEVE PARSONS,21
37870,J PARSONS,Q14951140,BARRY PEARSON,21
37870,J PARSONS,Q5204613,DC PIERSON,21
37870,J PARSONS,Q12596751,PARK SEONG-MIN,21
37870,J PARSONS,Q212089,ALAN PARSONS,21
37870,J PARSONS,Q3011329,DJ PONE,20
37870,J PARSONS,Q108704479,PARK JI-YEON,20
37870,J PARSONS,Q3108688,GLEN PEARSON,20
37870,J PARSONS,Q42316957,MIKE PATERSON,20
37870,J PARSONS,Q6234576,JOHN G. PRESTON,19
37870,J PARSONS,Q888053,BOB LARSON,19
37870,J PARSONS,Q26906893,NIKKI PARSONS,19
37870,J PARSONS,Q3308436,MICHAEL PARSONS,18
37870,J PARSONS,Q12602587,PARK SO-JIN,18
37870,J PARSONS,Q6141033,JAMES PATTERSON,16
37870,J PARSONS,Q5907751,IAN PADRON,15
37870,J PARSONS,Q2370905,JESSE PEARSON,15
37870,J PARSONS,Q211136,JACO PASTORIUS,12
37870,J PARSONS,Q21965917,KASPARS ODINS,12
37870,J PARSONS,Q24300722,RON O.J. PARSON,12
37870,J PARSONS,Q6274099,JONATHAN PARSONS,10
37870,J PARSONS,Q624335,PARK CHUL-SOON,0
37870,J PARSONS,Q4282456,KARLIS MARSONS,0
37870,J PARSONS,Q3190199,JURIS KARLSONS,0
37870,J PARSONS,Q947824,JAN PALOUS,0
