acmi_id,acmi_name,wikidata_id,wikidata_name,match
11525,ENOCH ANING,Q508660,ANN ROTH,58
11525,ENOCH ANING,Q20752278,INGRID RENTSCH,57
11525,ENOCH ANING,Q236309,DAWN FRENCH,57
11525,ENOCH ANING,Q470818,KEN ANNAKIN,56
11525,ENOCH ANING,Q119598,NINI SALERNO,55
11525,ENOCH ANING,Q449309,ANNE VERNON,54
11525,ENOCH ANING,Q28648847,JOHN DUNNING,54
11525,ENOCH ANING,Q176929,JOHN DUNNING,54
11525,ENOCH ANING,Q3830641,LEONORA FANI,53
11525,ENOCH ANING,Q21518474,DANNY KEOGH,52
11525,ENOCH ANING,Q938708,ENZO BARBONI,52
11525,ENOCH ANING,Q5696117,ANITA BLANCH,51
11525,ENOCH ANING,Q50376477,YANN ZENOU,51
11525,ENOCH ANING,Q967764,DENIS MENOCHET,51
11525,ENOCH ANING,Q532223,ATHINA CENCI,50
11525,ENOCH ANING,Q531033,NORAH BARING,50
11525,ENOCH ANING,Q5710128,ASUNCION SANCHO,50
11525,ENOCH ANING,Q250250,ALFRED ENOCH,50
11525,ENOCH ANING,Q1352050,ERICH CLAUNIGK,50
11525,ENOCH ANING,Q3162014,JANINE SOUCHON,50
11525,ENOCH ANING,Q276249,ANNE BROCHET,49
11525,ENOCH ANING,Q27044301,ENZO BAI,49
11525,ENOCH ANING,Q443982,INGA SWENSON,49
11525,ENOCH ANING,Q3085470,FRANCOIS NOCHER,49
11525,ENOCH ANING,Q2850979,ANNE BENOIT,48
11525,ENOCH ANING,Q3162020,JANINE VIENOT,48
11525,ENOCH ANING,Q2252567,INGEBORG ANSING,48
11525,ENOCH ANING,Q234610,ANNE HECHE,48
11525,ENOCH ANING,Q2856666,ANTOINE REIN,48
11525,ENOCH ANING,Q22007318,SEAN PANTING,47
11525,ENOCH ANING,Q3617625,ANN BEACH,47
11525,ENOCH ANING,Q17418125,HENNING NOHREN,47
11525,ENOCH ANING,Q100534800,ANGEL GENOV,47
11525,ENOCH ANING,Q28746631,FABIAN RENDO,46
11525,ENOCH ANING,Q92068,KARIN LESCH,46
11525,ENOCH ANING,Q1229909,NICK DUNNING,45
11525,ENOCH ANING,Q6577201,ANNE WEINKNECHT,45
11525,ENOCH ANING,Q211730,EVANNA LYNCH,45
11525,ENOCH ANING,Q38054549,ANN BIERLICH,45
11525,ENOCH ANING,Q3877060,NINA SENICAR,45
11525,ENOCH ANING,Q6776471,MARTIN ROACH,45
11525,ENOCH ANING,Q942312,MANON ALVING,45
11525,ENOCH ANING,Q2514268,IAIN CANNING,44
11525,ENOCH ANING,Q86205,HANNO POSCHL,44
11525,ENOCH ANING,Q312364,HAING S. NGOR,44
11525,ENOCH ANING,Q15436854,HAGEN OECHEL,44
11525,ENOCH ANING,Q4768685,ANNE NICHOLS,43
11525,ENOCH ANING,Q354654,GLENN DANZIG,43
11525,ENOCH ANING,Q102348017,ANTOINE DESROCHERS,43
11525,ENOCH ANING,Q16924529,WEN NING,43
11525,ENOCH ANING,Q19268774,MARINA ZENOVICH,42
11525,ENOCH ANING,Q1164639,DANNY HOCH,42
11525,ENOCH ANING,Q485635,KEITH HARING,42
11525,ENOCH ANING,Q1890742,MANNING REDWOOD,42
11525,ENOCH ANING,Q6390093,KENNETH FEARING,42
11525,ENOCH ANING,Q15147162,ANTOINE ROCH,41
11525,ENOCH ANING,Q6986037,NED MANNING,41
11525,ENOCH ANING,Q15712125,BENZ ANTOINE,40
11525,ENOCH ANING,Q3617787,ANNA MISEROCCHI,40
11525,ENOCH ANING,Q12023335,JAN SANTROCH,40
11525,ENOCH ANING,Q688109,ARMIN MUNCH,40
11525,ENOCH ANING,Q151231,ANNIE LENNOX,40
11525,ENOCH ANING,Q1352130,ERICH EINEGG,39
11525,ENOCH ANING,Q12912984,ANN PEACOCK,39
11525,ENOCH ANING,Q3339770,NICK MANNING,39
11525,ENOCH ANING,Q106779337,DANIEL REICH,39
11525,ENOCH ANING,Q16206498,OU NING,38
11525,ENOCH ANING,Q1646516,JEAN DARLING,37
11525,ENOCH ANING,Q274362,ANNA SEMENOVICH,37
11525,ENOCH ANING,Q26904540,DANIEL NOAH,36
11525,ENOCH ANING,Q2906097,BLANDINE LENOIR,36
11525,ENOCH ANING,Q97596063,KARIN KOCH,36
11525,ENOCH ANING,Q6847791,MIKE MANNING,36
11525,ENOCH ANING,Q12279898,ENCHO DANAILOV,36
11525,ENOCH ANING,Q66003828,NITIN NOHRIA,35
11525,ENOCH ANING,Q528593,ETHAN CANIN,35
11525,ENOCH ANING,Q26211215,ANNA POSCH,35
11525,ENOCH ANING,Q1663382,INGRID RESCH,35
11525,ENOCH ANING,Q15394328,LECH BRANSKI,35
11525,ENOCH ANING,Q26759620,EVAN FRENCH,35
11525,ENOCH ANING,Q10854059,ANTONIN PECH,35
11525,ENOCH ANING,Q7922111,VERNON DOWNING,34
11525,ENOCH ANING,Q109834,DANIEL NOCKE,34
11525,ENOCH ANING,Q5325593,EAMONN ROCHE,34
11525,ENOCH ANING,Q65095524,ANNA SANCHEZ,33
11525,ENOCH ANING,Q22959195,NOAH GALVIN,33
11525,ENOCH ANING,Q3271127,LEON LANDINI,32
11525,ENOCH ANING,Q2850412,ANN NOCENTI,32
11525,ENOCH ANING,Q70970389,MARTIN MUNCH,31
11525,ENOCH ANING,Q28137175,ANN KNOX,30
11525,ENOCH ANING,Q4808701,NEIL FANNING,30
11525,ENOCH ANING,Q67933832,YUEN FAI NG,30
11525,ENOCH ANING,Q1181113,DEAN O'BANION,30
11525,ENOCH ANING,Q13410382,JOHN DUNNING,30
11525,ENOCH ANING,Q538194,ANNE MEACHAM,29
11525,ENOCH ANING,Q65966380,ENRICO AUDENINO,29
11525,ENOCH ANING,Q99438509,BRIAN WRENCH,28
11525,ENOCH ANING,Q11884605,NOAH KIN,28
11525,ENOCH ANING,Q1627461,JOHN DUNNING,28
11525,ENOCH ANING,Q98843107,ANNA KOCH,28
11525,ENOCH ANING,Q23040400,ANSSI LEINO,28
11525,ENOCH ANING,Q95867036,MENNO DORING,27
11525,ENOCH ANING,Q7038104,NINA SERRANO,27
11525,ENOCH ANING,Q1576511,HANNS NOCKER,27
11525,ENOCH ANING,Q3745108,EINO BASKIN,27
11525,ENOCH ANING,Q4765739,ANJALI MENON,26
11525,ENOCH ANING,Q63203434,HANNES KOCH,26
11525,ENOCH ANING,Q554785,ALAIN ROCHE,25
11525,ENOCH ANING,Q3173732,JEAN NOCHER,25
11525,ENOCH ANING,Q1992412,NILS NOBACH,23
11525,ENOCH ANING,Q30017115,MARTIN RENTZSCH,23
11525,ENOCH ANING,Q173006,LORENZO BANDINI,23
11525,ENOCH ANING,Q4144677,DANIEL ROCHE,23
11525,ENOCH ANING,Q65321197,ANNA BEN,21
11525,ENOCH ANING,Q3857848,MILENA PENOVICH,20
11525,ENOCH ANING,Q6791255,BANG EUN-HEE,20
11525,ENOCH ANING,Q18206678,ANNINA ENCKELL,19
11525,ENOCH ANING,Q56855499,ANIL C MENON,17
11525,ENOCH ANING,Q4337051,ANNA OROCHKO,16
11525,ENOCH ANING,Q95219085,HANS WINTGEN,16
11525,ENOCH ANING,Q104854001,FERENC BANDI,15
11525,ENOCH ANING,Q11890491,REINO NORDIN,14
11525,ENOCH ANING,Q1935841,ANNE DENOLF,0
11525,ENOCH ANING,Q971795,FERNANDO ANDINA,0
11525,ENOCH ANING,Q95732484,ANNY DANCHE,0
11525,ENOCH ANING,Q2743801,MANDINGO,0
11525,ENOCH ANING,Q23159223,UNO HENNING,0
11525,ENOCH ANING,Q41743484,HENNING KOCH,0
11525,ENOCH ANING,Q7036271,AVI LEBOVICH,0
11525,ENOCH ANING,Q2830219,ALAIN RENOIR,0
11525,ENOCH ANING,Q11719844,JANINA NOWICKA,0
11525,ENOCH ANING,Q2853664,ANTOINE BENOIT,0
11525,ENOCH ANING,Q64685059,ANTONIN NOVY,0
11525,ENOCH ANING,Q61782860,ANTON ZENKOVICH,0
11525,ENOCH ANING,Q602374,ADRIAN DOMENECH,0
11525,ENOCH ANING,Q5787997,LENNART HANNING,0
11525,ENOCH ANING,Q532571,ANGELA FENSCH,0
11525,ENOCH ANING,Q16139523,SANTI TAEPANICH,0
11525,ENOCH ANING,Q3972548,STEFANO LANDINI,0
11525,ENOCH ANING,Q16403016,ENOCH AAGAARD,0
