acmi_id,acmi_name,wikidata_id,wikidata_name,match
31056,VISTA COMPANY,Q116760,VILGOT SJOMAN,67
31056,VISTA COMPANY,Q315711,STEWART COPELAND,50
31056,VISTA COMPANY,Q60511531,SMITA MOHANTY,43
31056,VISTA COMPANY,Q2190086,ROMAN TAM,40
31056,VISTA COMPANY,Q5639548,TONY VILAS,40
31056,VISTA COMPANY,Q2343525,ROMAN VLAD,38
31056,VISTA COMPANY,Q14950067,CODY DAVIS,38
31056,VISTA COMPANY,Q3514810,TAMI ROMAN,38
31056,VISTA COMPANY,Q7809498,TISA CHANG,35
31056,VISTA COMPANY,Q456306,LISA COLEMAN,35
31056,VISTA COMPANY,Q18715894,SADA COWAN,33
31056,VISTA COMPANY,Q718211,TISCA CHOPRA,33
31056,VISTA COMPANY,Q364835,TRISTRAM CARY,33
31056,VISTA COMPANY,Q1402569,VICTOR COLANI,33
31056,VISTA COMPANY,Q4939937,IWA BOMAN,33
31056,VISTA COMPANY,Q21063120,VISHAL PANDYA,32
31056,VISTA COMPANY,Q16731845,VICTORIA MAHONEY,31
31056,VISTA COMPANY,Q64979154,LISA HOFFMAN,31
31056,VISTA COMPANY,Q3617841,ANNA VITA,30
31056,VISTA COMPANY,Q96083250,EISHA CHOPRA,30
31056,VISTA COMPANY,Q13560578,MARY TESTA,30
31056,VISTA COMPANY,Q28744759,ISA CAMPO,29
31056,VISTA COMPANY,Q3161763,JAN SVITAK,29
31056,VISTA COMPANY,Q12775414,ROMAN TUMA,29
31056,VISTA COMPANY,Q457123,NINA COMPANEEZ,28
31056,VISTA COMPANY,Q7935339,VISA MAKINEN,27
31056,VISTA COMPANY,Q7088045,OLIVIA COLMAN,27
31056,VISTA COMPANY,Q1660652,VITALY MANSKY,27
31056,VISTA COMPANY,Q23767053,LISA COMSHAW,27
31056,VISTA COMPANY,Q95245105,VIT PANCIR,26
31056,VISTA COMPANY,Q6147507,TITINA ROMAY,26
31056,VISTA COMPANY,Q7926293,VICTOR RODMAN,26
31056,VISTA COMPANY,Q2036627,OTA HOFMAN,25
31056,VISTA COMPANY,Q3993220,TONY DE VITA,25
31056,VISTA COMPANY,Q5974011,CONNY MALMQVIST,25
31056,VISTA COMPANY,Q3242388,LISA CIPRIANI,25
31056,VISTA COMPANY,Q12743575,VISTRIAN ROMAN,25
31056,VISTA COMPANY,Q7626341,STUART BOWMAN,25
31056,VISTA COMPANY,Q7933005,VIOLA COMPTON,23
31056,VISTA COMPANY,Q109752665,JENISSA COMMANDA,23
31056,VISTA COMPANY,Q12049733,ROMAN STOLPA,23
31056,VISTA COMPANY,Q6557883,LISA COLEMAN,22
31056,VISTA COMPANY,Q95191533,SEAN CONLY,22
31056,VISTA COMPANY,Q325136,CHARMANE STAR,21
31056,VISTA COMPANY,Q20740822,EMMA ISHTA,21
31056,VISTA COMPANY,Q7929559,VIKRAM CHOPRA,20
31056,VISTA COMPANY,Q7936988,VITAN MAL,20
31056,VISTA COMPANY,Q7794717,THOMAS VITALE,20
31056,VISTA COMPANY,Q22670521,LISA COHEN,20
31056,VISTA COMPANY,Q65946353,INES COMPAN,20
31056,VISTA COMPANY,Q3993317,TONY VITALE,20
31056,VISTA COMPANY,Q36485996,STACY COCHRAN,20
31056,VISTA COMPANY,Q8077778,COLPAN ILHAN,19
31056,VISTA COMPANY,Q5048547,CASEY NEISTAT,19
31056,VISTA COMPANY,Q7931727,VINCENT COLEMAN,19
31056,VISTA COMPANY,Q57616546,TONY VIDAL,18
31056,VISTA COMPANY,Q16204558,MISTY COPELAND,16
31056,VISTA COMPANY,Q82245478,CAM PIANTA,16
31056,VISTA COMPANY,Q505994,TONY VISCONTI,16
31056,VISTA COMPANY,Q28961138,MARY SERTA,15
31056,VISTA COMPANY,Q5673805,ANA ISTARU,15
31056,VISTA COMPANY,Q4232553,VISTOR COPYTSKO,15
31056,VISTA COMPANY,Q7597860,STAN ROMANEK,14
31056,VISTA COMPANY,Q3616534,ANDY DAVIS,14
31056,VISTA COMPANY,Q21890480,MAYA VITKOVA,13
31056,VISTA COMPANY,Q22343563,DAISY COLEMAN,11
31056,VISTA COMPANY,Q3993314,TONY VILAR,11
31056,VISTA COMPANY,Q16320746,ROMAN VITAL,9
31056,VISTA COMPANY,Q4280108,VIKTOR MAN,0
31056,VISTA COMPANY,Q4443017,ROMAN STOLYAR,0
