acmi_id,acmi_name,wikidata_id,wikidata_name,match
11873,EMILY DAY,Q2700757,DILLON DAY,48
11873,EMILY DAY,Q513844,EMILY ATEF,45
11873,EMILY DAY,Q723482,EMILY ALYN LIND,44
11873,EMILY DAY,Q3588448,EMILE DEHELLY,44
11873,EMILY DAY,Q101086461,EMIL DLESK,43
11873,EMILY DAY,Q3048831,EDY DEBRAY,43
11873,EMILY DAY,Q3758540,GARY RILEY,43
11873,EMILY DAY,Q4937542,EMILY BARKER,42
11873,EMILY DAY,Q5372039,EMILY ATACK,42
11873,EMILY DAY,Q518960,EMILY BEECHAM,42
11873,EMILY DAY,Q3358733,EMIL ALMEN,42
11873,EMILY DAY,Q5372123,EMILY CRANZ,41
11873,EMILY DAY,Q5214030,DAN MILNER,41
11873,EMILY DAY,Q434375,EILEEN DALY,40
11873,EMILY DAY,Q16738674,DAISY RIDLEY,40
11873,EMILY DAY,Q5226260,DARYL WEIN,40
11873,EMILY DAY,Q28065366,EMILIO DURANTE,40
11873,EMILY DAY,Q530389,FAY RIPLEY,40
11873,EMILY DAY,Q317317,DANNY MILLS,40
11873,EMILY DAY,Q5372109,EMILY CHU,40
11873,EMILY DAY,Q3023151,DENNIS DAY,39
11873,EMILY DAY,Q18588195,EMILY BEVAN,39
11873,EMILY DAY,Q547114,MOLLY O'DAY,38
11873,EMILY DAY,Q19282080,FEMI ADEBAYO,38
11873,EMILY DAY,Q6167318,JAY WEIGEL,38
11873,EMILY DAY,Q90147,MIA MAY,38
11873,EMILY DAY,Q20993774,EMILY ALATALO,38
11873,EMILY DAY,Q655698,JAY WILSEY,38
11873,EMILY DAY,Q1335782,EMIL ALBES,37
11873,EMILY DAY,Q371755,EMIL BOTTA,37
11873,EMILY DAY,Q18572009,MICHAL DALECKY,36
11873,EMILY DAY,Q204672,EMILY DESCHANEL,36
11873,EMILY DAY,Q516047,ANDRAS MIHALY,36
11873,EMILY DAY,Q16561763,EMILIO DE GREY,36
11873,EMILY DAY,Q589836,DAYO OKENIYI,36
11873,EMILY DAY,Q1165238,DANY SIGEL,35
11873,EMILY DAY,Q283847,DAN WEIL,35
11873,EMILY DAY,Q1335859,EMIL BERNA,35
11873,EMILY DAY,Q865711,REI DAN,34
11873,EMILY DAY,Q59820476,HAZEL DALY,34
11873,EMILY DAY,Q22078080,DRAYA MICHELE,34
11873,EMILY DAY,Q3588470,EMILE DRAIN,34
11873,EMILY DAY,Q28100190,EMILIA BAYONA,34
11873,EMILY DAY,Q3858208,MIMMO DANY,34
11873,EMILY DAY,Q3592766,EVELYNE DANDRY,34
11873,EMILY DAY,Q1159073,DAN GILROY,33
11873,EMILY DAY,Q1970735,EMIL BRAGINSKY,33
11873,EMILY DAY,Q15955605,DAY TAI,32
11873,EMILY DAY,Q16239251,EMILY CAREY,32
11873,EMILY DAY,Q3783534,HARRY WEIL,32
11873,EMILY DAY,Q6768854,MARK MEILY,32
11873,EMILY DAY,Q274576,EMILY BARCLAY,32
11873,EMILY DAY,Q4772449,ANTHONY EISLEY,32
11873,EMILY DAY,Q6304499,JUDY KELLY,32
11873,EMILY DAY,Q1919641,MELODY KAY,32
11873,EMILY DAY,Q27656678,MICHAEL DRAYER,32
11873,EMILY DAY,Q77809994,DANY GEYS,31
11873,EMILY DAY,Q3240948,LILY FAYOL,31
11873,EMILY DAY,Q20981228,LARRY DAY,31
11873,EMILY DAY,Q16830404,AMY BAILEY,31
11873,EMILY DAY,Q16188190,EMILY DALE,31
11873,EMILY DAY,Q1337589,EMILY COX,31
11873,EMILY DAY,Q728936,DARYL MITCHELL,31
11873,EMILY DAY,Q3052368,EMILY BALDONI,30
11873,EMILY DAY,Q5372051,EMILY BAUER,30
11873,EMILY DAY,Q6698893,LUDMILA DAYER,30
11873,EMILY DAY,Q6990041,NELL O'DAY,30
11873,EMILY DAY,Q1166964,DARY REIS,30
11873,EMILY DAY,Q5645180,EMILIA DRAGO,29
11873,EMILY DAY,Q5943876,MIYU HONDA,29
11873,EMILY DAY,Q6849449,MIKEY DAY,29
11873,EMILY DAY,Q5371852,EMILIO DELGADO,29
11873,EMILY DAY,Q95196256,EMILY ARTMANN,29
11873,EMILY DAY,Q1337569,EMILY ASTON,29
11873,EMILY DAY,Q6846483,MIKE DALY,28
11873,EMILY DAY,Q28355913,EMILE DUARD,28
11873,EMILY DAY,Q1159125,DAN MILLER,28
11873,EMILY DAY,Q6880530,MISTY DAWN,27
11873,EMILY DAY,Q5618166,MORRIS DAY,27
11873,EMILY DAY,Q5271236,DIANA MILLAY,26
11873,EMILY DAY,Q5372028,EMILY ADDISON,26
11873,EMILY DAY,Q2300156,DAI WEI,26
11873,EMILY DAY,Q5222370,DARCY FREY,25
11873,EMILY DAY,Q29581978,DMITRY DAVYDOV,25
11873,EMILY DAY,Q21498303,LINDSAY MILLS,25
11873,EMILY DAY,Q108289628,LARRY DAY,25
11873,EMILY DAY,Q5372103,EMILY CHANG,25
11873,EMILY DAY,Q5214091,DAN NEIL,25
11873,EMILY DAY,Q55608847,DAI WEI,24
11873,EMILY DAY,Q15407128,ANNY MILETTY,24
11873,EMILY DAY,Q6763523,MARILYN DURHAM,24
11873,EMILY DAY,Q92079849,MARY NEELY,24
11873,EMILY DAY,Q94453952,EMILY ARLOOK,24
11873,EMILY DAY,Q5220508,DANNY KELLY,24
11873,EMILY DAY,Q109303503,EMILY BADER,23
11873,EMILY DAY,Q6386015,KELLY DUDA,22
11873,EMILY DAY,Q2321790,EMILE BODE,22
