acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
20752,FRED C NEWMEYER,Q367032,ALFRED NEWMAN,HOT WATER; SAFETY LAST,HOW THE WEST WAS WON,54
20752,FRED C NEWMEYER,Q64006322,FRED WINDEMERE,HOT WATER; SAFETY LAST,BROADWAY DADDIES,38
20752,FRED C NEWMEYER,Q1452243,FRED C. NEWMEYER,HOT WATER; SAFETY LAST,SAFETY LAST!,69
20752,FRED C NEWMEYER,Q3086867,FRED KELSEY,HOT WATER; SAFETY LAST,THE LAST WARNING,54
20752,FRED C NEWMEYER,Q115249,FRED IMMLER,HOT WATER; SAFETY LAST,THE COUNT OF CHAROLAIS,51
20752,FRED C NEWMEYER,Q5607654,GRETA MEYER,HOT WATER; SAFETY LAST,THE GREAT WALTZ,44
20752,FRED C NEWMEYER,Q41730219,ALFRED MEYER,HOT WATER; SAFETY LAST,Q20493905,0
20752,FRED C NEWMEYER,Q87182,ALFRED NEUGEBAUER,HOT WATER; SAFETY LAST,STORM IN A WATER GLASS,60
20752,FRED C NEWMEYER,Q22101645,FRED WALLER,HOT WATER; SAFETY LAST,CAB CALLOWAY'S JITTERBUG PARTY,35
20752,FRED C NEWMEYER,Q1889713,MANFRED ERICH MEURER,HOT WATER; SAFETY LAST,THE GASMAN,39
20752,FRED C NEWMEYER,Q1452417,FRED LIEWEHR,HOT WATER; SAFETY LAST,GUSTAV ADOLFS PAGE,46
20752,FRED C NEWMEYER,Q23063062,FRED TANNER,HOT WATER; SAFETY LAST,Q23831111,0
20752,FRED C NEWMEYER,Q12321323,KAREN MEYER,HOT WATER; SAFETY LAST,DET SANDE ANSIGT,49
20752,FRED C NEWMEYER,Q1461145,FRIEDRICH MEYER,HOT WATER; SAFETY LAST,AS THE SEA RAGES,49
20752,FRED C NEWMEYER,Q222833,FRED GWYNNE,HOT WATER; SAFETY LAST,ON THE WATERFRONT,53
20752,FRED C NEWMEYER,Q100315,MANFRED MEURER,HOT WATER; SAFETY LAST,DIE RATTEN,32
20752,FRED C NEWMEYER,Q17361746,FERENC NEMETHY,HOT WATER; SAFETY LAST,Q61085945,0
20752,FRED C NEWMEYER,Q22696590,FRED MYROW,HOT WATER; SAFETY LAST,LEO THE LAST,55
20752,FRED C NEWMEYER,Q9697254,CARLOS NIEMEYER,HOT WATER; SAFETY LAST,Q10304095,0
20752,FRED C NEWMEYER,Q26831100,FRED LERNER,HOT WATER; SAFETY LAST,SPLASH,22
20752,FRED C NEWMEYER,Q13034749,FRED NEL,HOT WATER; SAFETY LAST,Q13034403,0
20752,FRED C NEWMEYER,Q1346060,RENE WELLER,HOT WATER; SAFETY LAST,MACHO MAN,27
20752,FRED C NEWMEYER,Q18911051,FREDERIC WEBER,HOT WATER; SAFETY LAST,LOVE-MOI,21
20752,FRED C NEWMEYER,Q95240145,FRED UNGER,HOT WATER; SAFETY LAST,Q1613918,0
20752,FRED C NEWMEYER,Q3833357,LISA MARIE NEWMYER,HOT WATER; SAFETY LAST,TEXAS CHAINSAW MASSACRE: THE NEXT GENERATION,41
20752,FRED C NEWMEYER,Q127036,FRED WELLER,HOT WATER; SAFETY LAST,THE SHAPE OF THINGS,40
20752,FRED C NEWMEYER,Q775547,FRED SCHNEIDER,HOT WATER; SAFETY LAST,DESERT BLUE,31
20752,FRED C NEWMEYER,Q5495238,FRED GERBER,HOT WATER; SAFETY LAST,MR. MUSIC,14
20752,FRED C NEWMEYER,Q16089999,FREDD WAYNE,HOT WATER; SAFETY LAST,MAN ON THE MOON,28
20752,FRED C NEWMEYER,Q3441185,ROMED WYDER,HOT WATER; SAFETY LAST,ABSOLUT,21
20752,FRED C NEWMEYER,Q18616305,ANDRE MEYER,HOT WATER; SAFETY LAST,VENUS TALKING,24
20752,FRED C NEWMEYER,Q16223280,MARIE MEYER,HOT WATER; SAFETY LAST,ALEXANDER,33
20752,FRED C NEWMEYER,Q15436402,CHRIS NIEMEYER,HOT WATER; SAFETY LAST,PEPPERMINTA,19
20752,FRED C NEWMEYER,Q3209068,BRENDAN MEYER,HOT WATER; SAFETY LAST,COLOR OUT OF SPACE,41
20752,FRED C NEWMEYER,Q19816331,ERIC WEIDEMEYER,HOT WATER; SAFETY LAST,WINDFALL,14
20752,FRED C NEWMEYER,Q2939924,CAROLE WEYERS,HOT WATER; SAFETY LAST,THE FAULT IN OUR STARS,37
20752,FRED C NEWMEYER,Q15793662,CARSTEN MEYER,HOT WATER; SAFETY LAST,FRAKTUS,21
20752,FRED C NEWMEYER,Q5107453,CHRIS MEYER,HOT WATER; SAFETY LAST,THE TROUBLE WITH CALI,33
20752,FRED C NEWMEYER,Q5495949,FRED MILLER,HOT WATER; SAFETY LAST,WHEN ANGELS SING,38
20752,FRED C NEWMEYER,Q65115799,FREDERIC NIEDERMAYER,HOT WATER; SAFETY LAST,ANOTHER LIFE,36
20752,FRED C NEWMEYER,Q23307777,JOHN CHARLES MEYER,HOT WATER; SAFETY LAST,DAVE MADE A MAZE,43
20752,FRED C NEWMEYER,Q95787413,FRIDOLIN SANDMEYER,HOT WATER; SAFETY LAST,Q96335261,0
