acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
77162,JOHN G. DANZA,Q8951285,JOANNE DENG,THE ARTIST AS SOCIAL CRITIC; VISIONARY,Q15898142,0
77162,JOHN G. DANZA,Q329372,JOHN HODGMAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,CLASS ACTION PARK,37
77162,JOHN G. DANZA,Q18172006,JONATHAN DANTY,THE ARTIST AS SOCIAL CRITIC; VISIONARY,DIEUX DU STADE: MAKING OF THE 2017 CALENDAR,33
77162,JOHN G. DANZA,Q84114,JOHN ADAMS,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE UNANSWERED IVES,36
77162,JOHN G. DANZA,Q298243,JOHN HANNAH,THE ARTIST AS SOCIAL CRITIC; VISIONARY,ANOTHER MOTHER'S SON,42
77162,JOHN G. DANZA,Q48975,JOHN DEBNEY,THE ARTIST AS SOCIAL CRITIC; VISIONARY,ALIENS IN THE ATTIC,50
77162,JOHN G. DANZA,Q1319577,JOSH DEAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,CHRISTMAS WITH A PRINCE: BECOMING ROYAL,48
77162,JOHN G. DANZA,Q2315802,DAKOTA JOHNSON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,BAD TIMES AT THE EL ROYALE,51
77162,JOHN G. DANZA,Q13426338,DANA ROGOZ,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE ZERO THEOREM,26
77162,JOHN G. DANZA,Q109796961,DEANNA LEON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,RED DRESSES,25
77162,JOHN G. DANZA,Q6234993,JOHN GAVIN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,CAST UP BY THE SEA,44
77162,JOHN G. DANZA,Q5630627,JOHN EKMAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE VOICE OF PASSION,42
77162,JOHN G. DANZA,Q6242116,JOHN J. BRAHAM,THE ARTIST AS SOCIAL CRITIC; VISIONARY,HIAWATHA,27
77162,JOHN G. DANZA,Q2459724,JOHN G. ADOLFI,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE SMALL TOWN GIRL,46
77162,JOHN G. DANZA,Q41730233,JOHANNES DARNING,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE MODERN MESSALINA,32
77162,JOHN G. DANZA,Q3181327,JOHN DAVIDSON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,A TALE OF TWO CITIES,46
77162,JOHN G. DANZA,Q1699167,JOHN ARNOLD,THE ARTIST AS SOCIAL CRITIC; VISIONARY,SO THIS IS MARRIAGE?,50
77162,JOHN G. DANZA,Q3181611,JOHN GORMAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE BUTTERFLY GIRL,36
77162,JOHN G. DANZA,Q2003971,JOHN HARRON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,HEARTS OF THE WORLD,46
77162,JOHN G. DANZA,Q75192651,ADRIAN JOHNSON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE CAILLAUX CASE,37
77162,JOHN G. DANZA,Q1558757,JOHN HERDMAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,KINDRED OF THE DUST,36
77162,JOHN G. DANZA,Q1090647,JOHN AASEN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,SHOULD MARRIED MEN GO HOME?,29
77162,JOHN G. DANZA,Q17485906,JOHN DARROW,THE ARTIST AS SOCIAL CRITIC; VISIONARY,CHEER UP AND SMILE,36
77162,JOHN G. DANZA,Q333004,JOHN BUCHAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE THIRTY NINE STEPS,45
77162,JOHN G. DANZA,Q18638532,JOHN DILSON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,MR. SMITH GOES TO WASHINGTON,41
77162,JOHN G. DANZA,Q1700297,JOHN H. AUER,THE ARTIST AS SOCIAL CRITIC; VISIONARY,HELL'S HALF ACRE,42
77162,JOHN G. DANZA,Q1699139,JOHN ALTON,THE ARTIST AS SOCIAL CRITIC; VISIONARY,DR. CHRISTIAN MEETS THE WOMEN,49
77162,JOHN G. DANZA,Q6219354,JOHN ARGYLE,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THIS MAN IS DANGEROUS,41
77162,JOHN G. DANZA,Q1684020,JOHN BRYAN,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE PASSIONATE FRIENDS,44
77162,JOHN G. DANZA,Q6222369,JOHN BOLAND,THE ARTIST AS SOCIAL CRITIC; VISIONARY,PIERNAS DE SEDA,27
77162,JOHN G. DANZA,Q548345,JOHN O'HARA,THE ARTIST AS SOCIAL CRITIC; VISIONARY,THE GENERAL DIED AT DAWN,43
