acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
38859,ALAN SMITH,Q525027,ALAIN RAOUST,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,AS HAPPY AS POSSIBLE,25
38859,ALAN SMITH,Q21175254,SOUMIK HALDAR,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SHOB CHARITRO KALPONIK,34
38859,ALAN SMITH,Q55695801,LIAO SHIH-HAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE ROPE CURSE,39
38859,ALAN SMITH,Q6034830,MEHMET ASLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,TARKAN VERSUS THE VIKINGS,38
38859,ALAN SMITH,Q90299042,DYLAN AKIO SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE CABIN MOVIE,38
38859,ALAN SMITH,Q6384468,KEITH HARTMAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,YOU SHOULD MEET MY SON!,31
38859,ALAN SMITH,Q12036719,MICHAL HOLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q104893607,0
38859,ALAN SMITH,Q15825311,LARRY SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE MAN WHO KNEW INFINITY,38
38859,ALAN SMITH,Q43196046,JAROSLAV SMID,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SEVEN DAYS OF SIN,33
38859,ALAN SMITH,Q33262554,ALGEE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,JUDAS AND THE BLACK MESSIAH,43
38859,ALAN SMITH,Q12037315,MILAN STEHLIK,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q104895596,0
38859,ALAN SMITH,Q6149868,JAN SCHMIDT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE LANFIER COLONY,39
38859,ALAN SMITH,Q3182154,JOHN N. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,HAPPINESS IS LOVING YOUR TEACHER,37
38859,ALAN SMITH,Q60330650,MICHAL LANSKY,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HUMORIST,40
38859,ALAN SMITH,Q435068,ALAIN MIMOUN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,ALAIN MIMOUN,33
38859,ALAN SMITH,Q5239898,DAVID SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE NINETY AND NINE,48
38859,ALAN SMITH,Q15124031,JAN SMIGMATOR,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q104898344,0
38859,ALAN SMITH,Q557,PATTI SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,CLIVE DAVIS: THE SOUNDTRACK OF OUR LIVES,44
38859,ALAN SMITH,Q1168929,KENNY SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THUNDERSTRUCK,32
38859,ALAN SMITH,Q4213052,MIKHAIL KAPLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,WIND IN THE FACE,37
38859,ALAN SMITH,Q24567381,ALAN MEHDIZADEH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE OUTFIT,26
38859,ALAN SMITH,Q432164,HALA SHIHA,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE LADDER AND THE SNAKE,48
38859,ALAN SMITH,Q2841048,AMANDA STHERS,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,JE VAIS TE MANQUER (YOU'LL MISS ME),34
38859,ALAN SMITH,Q66480642,MICHAL BALCAR,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE WATCHMAKER'S APPRENTICE,34
38859,ALAN SMITH,Q12036689,MICHAL CABAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,KOUR,9
38859,ALAN SMITH,Q107739546,BIJITH BALA,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,NELLIKKA,20
38859,ALAN SMITH,Q313537,ALAN SILVESTRI,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE QUICK AND THE DEAD,46
38859,ALAN SMITH,Q107468223,ALAN SYS,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q104898579,0
38859,ALAN SMITH,Q17115425,MARIAN MITAS,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE ZOOKEEPER'S WIFE,29
38859,ALAN SMITH,Q15458548,STEPHANIE ALLAIN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,BLACK SNAKE MOAN,31
38859,ALAN SMITH,Q439798,NOEL M. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE GIRL IN THE LIMOUSINE,47
38859,ALAN SMITH,Q1373349,SEMIH KAPLANOGLU,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,HERKES KENDI EVINDE,32
38859,ALAN SMITH,Q109752580,DARIAN SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,YOUNG WOMEN HUNTING,39
38859,ALAN SMITH,Q109826521,JAZMINE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,I AM ME,24
38859,ALAN SMITH,Q2096596,ALEXANDRE MICHON,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,QAFQAZ V@ MERKURI C@MIYY@TININ PAROXODUNUN LIMANDAN YOLA DUSM@SI,40
38859,ALAN SMITH,Q4582578,EDITH CARLMAR,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FOOLS IN THE MOUNTAINS,46
38859,ALAN SMITH,Q12300229,AAGE SCHMIDT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE GOLDEN SMILE,41
38859,ALAN SMITH,Q18206355,DAVE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FROM BONDAGE TO FREEDOM,33
38859,ALAN SMITH,Q37491403,EMILIE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE LEAP TO DEATH,37
38859,ALAN SMITH,Q3806731,JAMES SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE IDOL DANCER,48
38859,ALAN SMITH,Q1971717,ALAN HALE,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE PRINCE AND THE PAUPER,47
38859,ALAN SMITH,Q2831143,ALBERT E. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,TO THE HIGHEST BIDDER,41
38859,ALAN SMITH,Q16532859,BLANCHE MCINTOSH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HEART OF MIDLOTHIAN,42
38859,ALAN SMITH,Q3437461,MARIA GARLAND,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FLIGHT FROM THE MILLIONS,45
38859,ALAN SMITH,Q278433,MARK SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE FROZEN GROUND,33
38859,ALAN SMITH,Q3782866,HAMILTON SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE POWER AND THE GLORY,42
38859,ALAN SMITH,Q2758610,MATHESON LANG,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE KING'S HIGHWAY,43
38859,ALAN SMITH,Q2837699,ALLAN FORREST,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,LONG LIVE THE KING,43
38859,ALAN SMITH,Q350552,KALMAN MIKSZATH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,AND THE PLAINS ARE GLEAMING,51
38859,ALAN SMITH,Q4877593,BEAUMONT SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE MAN FROM SNOWY RIVER,42
38859,ALAN SMITH,Q62015524,R. CECIL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,TYRANT FEAR,22
38859,ALAN SMITH,Q2837168,ALISON SKIPWORTH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SINNERS IN THE SUN,46
38859,ALAN SMITH,Q5200877,CYRIL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE ANGEL WHO PAWNED HER HARP,44
38859,ALAN SMITH,Q3431224,RICHARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,P.S. I LOVE YOU,28
38859,ALAN SMITH,Q6181687,EJNAR SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q10717686,0
38859,ALAN SMITH,Q105948135,CLARA SMITH HAMON,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FATE,13
38859,ALAN SMITH,Q215786,EDWARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,PETER PAN,23
38859,ALAN SMITH,Q541016,IAN KEITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,DUEL ON THE MISSISSIPPI,45
38859,ALAN SMITH,Q4955375,NITA HARLEMAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q10605130,0
38859,ALAN SMITH,Q1064818,CHARLES HENRY SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,BATTLING BUTLER,31
38859,ALAN SMITH,Q115683,MICHAEL ARLEN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE DANCER OF PARIS,48
38859,ALAN SMITH,Q6765713,MARIT HAUGAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SIGURD MUSTROENS BESYNDERLIGE OPPLEVELSER,36
38859,ALAN SMITH,Q60525,VEIT HARLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE MASTER OF NUREMBERG,45
38859,ALAN SMITH,Q16393680,MKRTICH JANAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,KHASPUSH,16
38859,ALAN SMITH,Q2643668,ALEXANDRA SCHMITT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE BURNING HEART,43
38859,ALAN SMITH,Q6760765,MARGUERITE ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE PLAYTHING,32
38859,ALAN SMITH,Q1706817,JOSEPH DALMAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,"LEFT OF THE ISAR, RIGHT OF THE SPREE",51
38859,ALAN SMITH,Q1819039,LEONARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE IDLE RICH,39
38859,ALAN SMITH,Q18638555,ALBERT J. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,TWO-FISTED GENTLEMAN,35
38859,ALAN SMITH,Q3470445,SAM ALLEN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE SEA WOLF,22
38859,ALAN SMITH,Q2830491,ALAN DINEHART,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE SIN OF NORA MORAN,41
38859,ALAN SMITH,Q283178,ELIZABETH ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE SOLDIER AND THE LADY,42
38859,ALAN SMITH,Q5431144,FAITH BALDWIN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,AUGUST WEEKEND,28
38859,ALAN SMITH,Q3311550,MICHELE ALFA,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE ANGEL OF THE NIGHT,43
38859,ALAN SMITH,Q3187976,JUDITH ALLEN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE THUNDERING HERD,42
38859,ALAN SMITH,Q5203467,D. A. CLARKE-SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE LAUGHTER OF FOOLS,34
38859,ALAN SMITH,Q297442,KATE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THIS IS THE ARMY,34
38859,ALAN SMITH,Q337548,CYRIL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THEY MADE ME A FUGITIVE,39
38859,ALAN SMITH,Q433945,ALAN HALE,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,"LISTEN, DARLING",46
38859,ALAN SMITH,Q3852276,MATTHEW SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE BARRETTS OF WIMPOLE STREET,33
38859,ALAN SMITH,Q7442529,SEBASTIAN SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,BADGER'S GREEN,32
38859,ALAN SMITH,Q2837768,ALLAN SCOTT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SHALL WE DANCE,39
38859,ALAN SMITH,Q3414025,QUEENIE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE LONG NIGHT,42
38859,ALAN SMITH,Q4168628,BERNARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,ALFRED THE GREAT,37
38859,ALAN SMITH,Q2830551,ALAN MARSHAL,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE ADVENTURES OF SHERLOCK HOLMES,42
38859,ALAN SMITH,Q218022,ALAIN RESNAIS,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SIGN OF THE LION,41
38859,ALAN SMITH,Q974947,KENT SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE GARDEN MURDER CASE,46
38859,ALAN SMITH,Q4525570,KHANAN SHMAIN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,ONCE IN THE SUMMER,43
38859,ALAN SMITH,Q6384337,KEITH FALKNER,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE SINGING COP,41
38859,ALAN SMITH,Q5354389,LADY ELEANOR SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE MAN IN GREY,38
38859,ALAN SMITH,Q428493,SMITH BALLEW,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,PANAMINT'S BAD MAN,36
38859,ALAN SMITH,Q466666,JACK MARTIN SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FATE IS THE HUNTER,46
38859,ALAN SMITH,Q5489672,FRANK SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,GULLIVER'S TRAVELS,33
38859,ALAN SMITH,Q66756217,EDWARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,GULLIVER'S TRAVELS,33
38859,ALAN SMITH,Q3295176,MARTHE ALYCIA,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,24 HOURS IN THE LIFE OF A WOMAN,41
38859,ALAN SMITH,Q2641691,MIRTHA LEGRAND,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE DRAGONFLY IS NOT A INSECT,44
38859,ALAN SMITH,Q6681273,LORING SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,PAT AND MIKE,36
38859,ALAN SMITH,Q242482,ALEXIS SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HORN BLOWS AT MIDNIGHT,49
38859,ALAN SMITH,Q4707032,ALAN KEITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,DANGEROUS MOONLIGHT,35
38859,ALAN SMITH,Q274181,MAMIE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,MURDER ON LENOX AVENUE,40
38859,ALAN SMITH,Q1356617,PAUL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SO DEAR TO MY HEART,35
38859,ALAN SMITH,Q18977604,MARGIT LANCZY,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,Q23748560,0
38859,ALAN SMITH,Q242362,ETHEL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,BATHING BEAUTY,32
38859,ALAN SMITH,Q1585851,HAROLD JACOB SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE RIVER'S EDGE,44
38859,ALAN SMITH,Q1978266,SABIT RAHMAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE CLOTH PEDDLER,40
38859,ALAN SMITH,Q3308884,MICHEL ARDAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE SHEEP HAS FIVE LEGS,45
38859,ALAN SMITH,Q428560,ALAN RAWSTHORNE,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,PANDORA AND THE FLYING DUTCHMAN,46
38859,ALAN SMITH,Q1371152,ETHEL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,CUBAN PETE,26
38859,ALAN SMITH,Q6088118,SAMI AYANOGLU,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE BLACK ANGEL,34
38859,ALAN SMITH,Q15453794,ALAN OSBISTON,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE SILENT ENEMY,41
38859,ALAN SMITH,Q2864563,ART SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,RIDE THE PINK HORSE,42
38859,ALAN SMITH,Q2994816,CONSTANCE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,MAN IN THE ATTIC,41
38859,ALAN SMITH,Q3162845,HOWARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,A FACE IN THE CROWD,42
38859,ALAN SMITH,Q6146006,JAMES SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,CHRISTMAS EVE,29
38859,ALAN SMITH,Q1631715,HOWARD ALEXANDER SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,HELLER IN PINK TIGHTS,44
38859,ALAN SMITH,Q5920891,HOWARD SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SHUT UP AND SHOOT ME,35
38859,ALAN SMITH,Q113133,AGLAJA SCHMID,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,DAUGHTER OF THE REGIMENT,45
38859,ALAN SMITH,Q2711171,MILT KAHL,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SO DEAR TO MY HEART,35
38859,ALAN SMITH,Q1231608,LAURENCE NAISMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,DEADLIER THAN THE MALE,46
38859,ALAN SMITH,Q20789796,HOWARD A. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SHAGGY,16
38859,ALAN SMITH,Q13605911,MARVIN KAPLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE REFORMER AND THE REDHEAD,42
38859,ALAN SMITH,Q1931286,MICHL LANG,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,I MUST GO TO THE CITY,44
38859,ALAN SMITH,Q2830559,ALAN MILLS,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FUGITIVE FROM MONTREAL,31
38859,ALAN SMITH,Q2713545,HAL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HIGH COST OF LOVING,48
38859,ALAN SMITH,Q12811267,OSMAN ALYANAK,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,NIGHT JOURNEY,32
38859,ALAN SMITH,Q4707761,ALAN SHULMAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE TATTOOED STRANGER,41
38859,ALAN SMITH,Q1942216,JACK SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,ON MOONLIGHT BAY,27
38859,ALAN SMITH,Q706886,JACK SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,FLAMING CREATURES,30
38859,ALAN SMITH,Q3309708,MICHEL GARLAND,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,CANDIDE OU L'OPTIMISME AU XXE SIECLE,41
38859,ALAN SMITH,Q4711522,ALBERT ZUGSMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE INCREDIBLE SHRINKING MAN,54
38859,ALAN SMITH,Q6938674,MURIEL SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,MOULIN ROUGE,33
38859,ALAN SMITH,Q15098032,RICHARD ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,WITH A SONG IN MY HEART,45
38859,ALAN SMITH,Q708963,ALLAN SHERMAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE CAT IN THE HAT,39
38859,ALAN SMITH,Q510732,RICHARD ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE REST IS SILENCE,42
38859,ALAN SMITH,Q3371503,PAUL J. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,CHILLY WILLY,22
38859,ALAN SMITH,Q20685578,CHARLES SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SUDDENLY,24
38859,ALAN SMITH,Q376158,JOHN SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HIGH AND THE MIGHTY,48
38859,ALAN SMITH,Q3498409,TED ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,IT RAINED ALL NIGHT THE DAY I LEFT,52
38859,ALAN SMITH,Q101107847,JAN SMID,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,TRANSPORT Z RAJE,34
38859,ALAN SMITH,Q258246,LOIS SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,HOW TO MAKE AN AMERICAN QUILT,39
38859,ALAN SMITH,Q643106,ALAN KING,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,MIRACLE IN THE RAIN,48
38859,ALAN SMITH,Q4707314,ALAN MELVILLE,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,AS LONG AS THEY'RE HAPPY,42
38859,ALAN SMITH,Q402676,ALLAN SHIVERS,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,LUCY GALLANT,22
38859,ALAN SMITH,Q109074,THOMAS HARLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THOMAS HARLAN - WANDERSPLITTER,42
38859,ALAN SMITH,Q28357853,TED ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE TEN COMMANDMENTS,38
38859,ALAN SMITH,Q1928377,MICHAEL LANE,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HARDER THEY FALL,41
38859,ALAN SMITH,Q242735,ELAINE STRITCH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,ELAINE STRITCH: SHOOT ME,42
38859,ALAN SMITH,Q172653,MAGGIE SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE LONELY PASSION OF JUDITH HEARNE,49
38859,ALAN SMITH,Q3633732,MALA SINHA,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,MAIN NASHE MEN HOON,39
38859,ALAN SMITH,Q7145844,PATRICIA SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE BACHELOR PARTY,43
38859,ALAN SMITH,Q2830600,ALAN SUES,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HELEN MORGAN STORY,43
38859,ALAN SMITH,Q2287751,SIMON OAKLAND,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE HUNTING PARTY,47
38859,ALAN SMITH,Q1563019,ALAN SCOTT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE FIANCES OF THE BRIDGE MAC DONALD,41
38859,ALAN SMITH,Q4251150,CAROLYN MITCHELL,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE CRY BABY KILLER,39
38859,ALAN SMITH,Q449412,KEELY SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THUNDER ROAD,29
38859,ALAN SMITH,Q3617580,ANITA ALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,GIRLS FOR THE SUMMER,35
38859,ALAN SMITH,Q12037334,MILAN VOSMIK,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,LITTLE ANN GOES TO SCHOOL,35
38859,ALAN SMITH,Q3481634,SHAWN SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,IT! THE TERROR FROM BEYOND SPACE,38
38859,ALAN SMITH,Q3090628,MILT FRANKLYN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,ADVENTURES OF THE ROAD RUNNER,44
38859,ALAN SMITH,Q2636835,ALAN SEYMOUR,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THIRTY-ONE BACKYARDS,32
38859,ALAN SMITH,Q4751448,ANANTA SINGH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,JAMALAYE JIBANTA MANUSH,30
38859,ALAN SMITH,Q76454255,JOHANNES SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,INTRODUCING DENMARK,32
38859,ALAN SMITH,Q4707662,ALAN ROOT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,SERENGETI SHALL NOT DIE,39
38859,ALAN SMITH,Q1238226,ALAN STEEL,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,HERCULES AND THE MASKED RIDER,47
38859,ALAN SMITH,Q598320,ALAN HEWITT,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,BACHELOR IN PARADISE,38
38859,ALAN SMITH,Q1927128,MICHAEL CALLAN,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE MAGNIFICENT SEVEN RIDE,46
38859,ALAN SMITH,Q949387,PAUL L. SMITH,MIDDLE DISTANCE RUNNING; HURDLING; THE SPRINT,THE DIAMOND PEDDLERS,51
