acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
80721,HIDEKAZU TERAKAWA,Q290963,HIDEKO TAKAMINE,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],"DAUGHTERS, WIVES AND A MOTHER",42
80721,HIDEKAZU TERAKAWA,Q533492,HIDEO NAKATA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],L: CHANGE THE WORLD,38
80721,HIDEKAZU TERAKAWA,Q3135268,HIDEO SEKIGAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],LISTEN TO THE VOICES OF THE SEA,34
80721,HIDEKAZU TERAKAWA,Q11582757,HIDEKAZU MASHIMA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],WHAT TO DO WITH THE DEAD KAIJU?,38
80721,HIDEKAZU TERAKAWA,Q11669572,HAJIME TAKAIWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],Q29825896,0
80721,HIDEKAZU TERAKAWA,Q11419128,CHIZURU KITAGAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],Q11572176,0
80721,HIDEKAZU TERAKAWA,Q3545942,HIDEKI TAKAHASHI,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],UE O MUITE ARUKO,40
80721,HIDEKAZU TERAKAWA,Q3269744,KAZUKO SHIRAKAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],APARTMENT WIFE: AFFAIR IN THE AFTERNOON,42
80721,HIDEKAZU TERAKAWA,Q2440809,HIDEYUKI TANAKA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],SEIGI CHOUJIN VS. ANCIENT CHOUJIN,42
80721,HIDEKAZU TERAKAWA,Q5752644,HIDEO TANAKA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],SUKEBAN DEKA THE MOVIE,39
80721,HIDEKAZU TERAKAWA,Q11668726,HIDEYUKI TAKAI,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],CRANE,21
80721,HIDEKAZU TERAKAWA,Q11632902,KENSAKU TANIKAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],THE 8-TOMB VILLAGE,27
80721,HIDEKAZU TERAKAWA,Q11671113,KAZUYA TAKAHASHI,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],LIKE GRAINS OF SAND,38
80721,HIDEKAZU TERAKAWA,Q5752440,HIDEKO TAKAHASHI,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],DORAEMON: NOBITA AND THE GALAXY SUPER-EXPRESS,36
80721,HIDEKAZU TERAKAWA,Q255694,HIKARU MIDORIKAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],"PERSONA 3 THE MOVIE: NO. 3, FALLING DOWN",39
80721,HIDEKAZU TERAKAWA,Q240225,KAZUKI TAKAHASHI,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],YU-GI-OH!,24
80721,HIDEKAZU TERAKAWA,Q11566318,CHISUI TAKIGAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],Q11594409,0
80721,HIDEKAZU TERAKAWA,Q360256,KAZUKI TOMOKAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],IZO,11
80721,HIDEKAZU TERAKAWA,Q11315960,HIDETA TAKAHATA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],THE HOTEL VENUS,29
80721,HIDEKAZU TERAKAWA,Q11190808,HIDEO TAKAYAMA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],OTOSAN NO BACKDROP,35
80721,HIDEKAZU TERAKAWA,Q47119049,HIDETAKA NAGAOKA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],SAMULIFE,24
80721,HIDEKAZU TERAKAWA,Q11653144,HIDEKAZU NAGAE,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],GANTZ,10
80721,HIDEKAZU TERAKAWA,Q11672744,HIKARI TAKARA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],SADAKO 3D,19
80721,HIDEKAZU TERAKAWA,Q65048639,CHIEMI KARASAWA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],ELAINE STRITCH: SHOOT ME,28
80721,HIDEKAZU TERAKAWA,Q11496982,HIDEAKI TEZUKA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],AVENGERS CONFIDENTIAL: BLACK WIDOW & PUNISHER,34
80721,HIDEKAZU TERAKAWA,Q17160565,SHIGEHARU TAKAHASHI,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],YO-KAI WATCH: FOREVER FRIENDS,39
80721,HIDEKAZU TERAKAWA,Q108140335,ZAKARI THIBODEAU,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],GUNS AND US,31
80721,HIDEKAZU TERAKAWA,Q67498548,HIDEKAZU TAKAHARA,JIN-ROH: WOLVES IN HUMAN ARMOUR [DVD],Q97310604,0
