acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
33806,MIECZYSLAW WEIBERGER,Q105434355,DANIEL WEISSENBERGER,THE LAST STAGE,COME TRUE,35
33806,MIECZYSLAW WEIBERGER,Q919127,MIECZYSLAW WEINBERG,THE LAST STAGE,THE LAST INCH,59
33806,MIECZYSLAW WEIBERGER,Q6843625,MIECZYSLAW SROKOWSKI,THE LAST STAGE,KULT CIALA,33
33806,MIECZYSLAW WEIBERGER,Q11779888,MIECZYSLAW MILECKI,THE LAST STAGE,ZBRODNIARZ I PANNA,19
33806,MIECZYSLAW WEIBERGER,Q104898386,MIECZYSLAW WEGRZYN,THE LAST STAGE,Q11832622,0
33806,MIECZYSLAW WEIBERGER,Q11779881,MIECZYSLAW MIERZEJEWSKI,THE LAST STAGE,STALOWE SERCA,44
33806,MIECZYSLAW WEIBERGER,Q4341405,MIECZYSLAW PAWLIKOWSKI,THE LAST STAGE,WARSZAWSKA PREMIERA,24
33806,MIECZYSLAW WEIBERGER,Q6843626,MIECZYSLAW STOOR,THE LAST STAGE,LANDSCAPE AFTER THE BATTLE,50
33806,MIECZYSLAW WEIBERGER,Q4122740,MIECZYSLAW VOIT,THE LAST STAGE,THE HOUR-GLASS SANATORIUM,51
33806,MIECZYSLAW WEIBERGER,Q11780046,MIECZYSLAW WASKOWSKI,THE LAST STAGE,ZACNE GRZECHY,30
33806,MIECZYSLAW WEIBERGER,Q117506,EMIL STEINBERGER,THE LAST STAGE,THE SWISSMAKERS,55
33806,MIECZYSLAW WEIBERGER,Q19698231,ANIELLE WEINBERGER,THE LAST STAGE,Q19787958,0
33806,MIECZYSLAW WEIBERGER,Q1287530,GISELA SCHNEEBERGER,THE LAST STAGE,STARKE ZEITEN,52
33806,MIECZYSLAW WEIBERGER,Q95181329,MICHAL WEIGEL,THE LAST STAGE,AN UNCERTAIN SEASON,36
33806,MIECZYSLAW WEIBERGER,Q15835102,MICHAEL TANNEBERGER,THE LAST STAGE,DR. M,11
33806,MIECZYSLAW WEIBERGER,Q11781925,MIROSLAW SIEDLER,THE LAST STAGE,PORNO,0
33806,MIECZYSLAW WEIBERGER,Q106479,ELA WEBER,THE LAST STAGE,A SPASSO NEL TEMPO,44
33806,MIECZYSLAW WEIBERGER,Q1190686,MATT WEINBERG,THE LAST STAGE,THE HOT CHICK,44
33806,MIECZYSLAW WEIBERGER,Q723202,MIKE WEINBERG,THE LAST STAGE,LIFE AS A HOUSE,48
33806,MIECZYSLAW WEIBERGER,Q100997646,MICHAEL WEBER,THE LAST STAGE,PASSING SUMMER,43
33806,MIECZYSLAW WEIBERGER,Q1928878,MICHAEL PFEIFENBERGER,THE LAST STAGE,DESERT KIDS,32
33806,MIECZYSLAW WEIBERGER,Q6848483,AMI WEINBERG,THE LAST STAGE,AND ON THE THIRD DAY,41
33806,MIECZYSLAW WEIBERGER,Q176049,LAUREN WEISBERGER,THE LAST STAGE,THE DEVIL WEARS PRADA,40
33806,MIECZYSLAW WEIBERGER,Q6843629,MIECZYSLAW WASILEWSKI,THE LAST STAGE,Q60071322,0
33806,MIECZYSLAW WEIBERGER,Q11781886,MIROSLAW NEINERT,THE LAST STAGE,YOU ARE GOD,32
33806,MIECZYSLAW WEIBERGER,Q659476,ARIELA BOGENBERGER,THE LAST STAGE,Q21146164,0
33806,MIECZYSLAW WEIBERGER,Q1527473,GISELA WERLER,THE LAST STAGE,BANKLADY,18
33806,MIECZYSLAW WEIBERGER,Q49839290,ERIN WEISBERGER,THE LAST STAGE,TRACES,30
33806,MIECZYSLAW WEIBERGER,Q62090675,EMIL ROSENBERGER,THE LAST STAGE,INK OF YAM,17
33806,MIECZYSLAW WEIBERGER,Q24022284,MICHAEL WEBER,THE LAST STAGE,THE INVISIBLE LIFE,44
