acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
68879,SUZANNE TODD,Q30595977,TODD NUNES,G.I. JANE,DEATH WARD 13,29
68879,SUZANNE TODD,Q30595977,TODD NUNES,AUSTIN POWERS [WIDESCREEN],DEATH WARD 13,32
68879,SUZANNE TODD,Q30595977,TODD NUNES,MEMENTO [DVD],ALL THROUGH THE HOUSE,31
68879,SUZANNE TODD,Q30595977,TODD NUNES,AUSTIN POWERS (CAPTIONED),ALL THROUGH THE HOUSE,36
68879,SUZANNE TODD,Q58818836,TODD BIERMANN,G.I. JANE,BERT KREISCHER: SECRET TIME,24
68879,SUZANNE TODD,Q58818836,TODD BIERMANN,AUSTIN POWERS [WIDESCREEN],BERT KREISCHER: SECRET TIME,40
68879,SUZANNE TODD,Q58818836,TODD BIERMANN,MEMENTO [DVD],BERT KREISCHER: SECRET TIME,22
68879,SUZANNE TODD,Q58818836,TODD BIERMANN,AUSTIN POWERS (CAPTIONED),BERT KREISCHER: SECRET TIME,29
68879,SUZANNE TODD,Q2390555,TODD HUGHES,G.I. JANE,HIT SO HARD,32
68879,SUZANNE TODD,Q2390555,TODD HUGHES,AUSTIN POWERS [WIDESCREEN],HOUSE OF CARDIN,36
68879,SUZANNE TODD,Q2390555,TODD HUGHES,MEMENTO [DVD],HIT SO HARD,36
68879,SUZANNE TODD,Q2390555,TODD HUGHES,AUSTIN POWERS (CAPTIONED),HOUSE OF CARDIN,42
68879,SUZANNE TODD,Q1611265,JENNIFER TODD,G.I. JANE,THE TO DO LIST,36
68879,SUZANNE TODD,Q1611265,JENNIFER TODD,AUSTIN POWERS [WIDESCREEN],AUSTIN POWERS: THE SPY WHO SHAGGED ME,57
68879,SUZANNE TODD,Q1611265,JENNIFER TODD,MEMENTO [DVD],MEMENTO,78
68879,SUZANNE TODD,Q1611265,JENNIFER TODD,AUSTIN POWERS (CAPTIONED),AUSTIN POWERS IN GOLDMEMBER,64
68879,SUZANNE TODD,Q20089369,SUZANNE TALBA,G.I. JANE,THE RED HEAD,30
68879,SUZANNE TODD,Q20089369,SUZANNE TALBA,AUSTIN POWERS [WIDESCREEN],THE RED HEAD,28
68879,SUZANNE TODD,Q20089369,SUZANNE TALBA,MEMENTO [DVD],THE RED HEAD,35
68879,SUZANNE TODD,Q20089369,SUZANNE TALBA,AUSTIN POWERS (CAPTIONED),THE RED HEAD,34
68879,SUZANNE TODD,Q4738237,ALVIN TODD,G.I. JANE,FINGER PRINTS,38
68879,SUZANNE TODD,Q4738237,ALVIN TODD,AUSTIN POWERS [WIDESCREEN],FINGER PRINTS,38
68879,SUZANNE TODD,Q4738237,ALVIN TODD,MEMENTO [DVD],HEROES OF THE FLAMES,26
68879,SUZANNE TODD,Q4738237,ALVIN TODD,AUSTIN POWERS (CAPTIONED),FINGER PRINTS,39
68879,SUZANNE TODD,Q434324,ANN TODD,G.I. JANE,THE GHOST TRAIN,43
68879,SUZANNE TODD,Q434324,ANN TODD,AUSTIN POWERS [WIDESCREEN],ACTION FOR SLANDER,52
68879,SUZANNE TODD,Q434324,ANN TODD,MEMENTO [DVD],THINGS TO COME,40
68879,SUZANNE TODD,Q434324,ANN TODD,AUSTIN POWERS (CAPTIONED),ACTION FOR SLANDER,49
68879,SUZANNE TODD,Q4768459,ANNE HOWARD,G.I. JANE,JANE EYRE,59
