acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
23276,GOSKO,Q326335,GO KATO,MUSEUM VISITOR,SHIZUMANU TAIYO,41
23276,GOSKO,Q257551,SOKO,MUSEUM VISITOR,AUGUSTINE,35
23276,GOSKO,Q6180619,BO SKOLD,MUSEUM VISITOR,Q10585620,0
23276,GOSKO,Q3792444,IGOR SKOFIC,MUSEUM VISITOR,FASCISTI SU MARTE,32
23276,GOSKO,Q33126062,YOKO,MUSEUM VISITOR,LES TROTTOIRS DE BANGKOK,32
23276,GOSKO,Q10551393,GO OSAKA,MUSEUM VISITOR,Q11268240,0
23276,GOSKO,Q11634394,GOKI,MUSEUM VISITOR,BATTLE ROYALE,22
23276,GOSKO,Q257468,GO SOO,MUSEUM VISITOR,THE LAST PRINCESS,32
23276,GOSKO,Q4539806,IGOR YATSKO,MUSEUM VISITOR,POSSESSED,26
23276,GOSKO,Q11412502,SAWAKO GODA,MUSEUM VISITOR,THE EGOISTS,32
23276,GOSKO,Q17385985,TOM GOSS,MUSEUM VISITOR,OUT TO KILL,32
23276,GOSKO,Q106714289,JAKOB GROSS,MUSEUM VISITOR,Q106716384,0
