agent_id,agent_label,work_id,work_label
Q743866,Esben Storm,Q6010646,In Search of Anna
Q6260281,John Tatoulis,Q6011007,In Too Deep
Q6777645,Martyn Keith,Q6012411,In the Last Stride
Q7976106,Wayne Coles-Janess,Q6012891,In the Shadow of the Palms
Q1374169,Rolf de Heer,Q6014570,Incident at Raven's Gate
Q113853232,Michael Pearce,Q6034195,Initiation
Q7704133,Terry Bourke,Q6035127,Inn of the Damned
Q237268,Paul Cox,Q6035913,Innocence
Q117860725,Andrew Scarano,Q6058143,Into the Shadows
Q7668046,T.O. McCreadie,Q6058168,Into the Straight
Q7175721,Peter Maxwell,Q6075531,Is There Anybody There?
Q5982634,Ian Pringle,Q6078224,Isabelle Eberhardt
Q237268,Paul Cox,Q6082951,Island
Q4647281,A.R. Harwood,Q6083930,Isle of Intrigue
Q3564549,W. J. Lincoln,Q6091844,It Is Never Too Late to Mend
Q1738601,Ken G. Hall,Q6091875,It Isn't Done
Q27043371,Janet Merewether,Q6110082,Jabe Babe – A Heightened Life
Q7117020,P.J. Ramster,Q6161360,Jasamine Freckel's Love Affair
Q913154,Brian Trenchard-Smith,Q6179367,Jenny Kissed Me
Q3837650,Louise Lovely,Q6189574,Jewelled Nights
Q6755588,Marc Gracie,Q6192371,Jigsaw
Q4908103,Bill Bennett,Q6193220,Jilted
Q4877593,Beaumont Smith,Q6208254,Joe
Q29872788,Pip Mushin,Q6289021,Josh Jarman
Q6767947,Mark Hartley,Q7062172,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!"
Q117883740,Peter Carmody,Q7062802,Nothing Like Experience
Q114204465,Adrian Carr,Q7065897,Now and Forever
Q3564549,W. J. Lincoln,Q7070190,Nurse Cavell
Q4799064,Arthur Higgins,Q7077531,Odds On
Q153527,Fred Niblo,Q7079442,Officer 666
Q913154,Brian Trenchard-Smith,Q7079502,Official Denial
Q98828309,Antonio Tibaldi,Q7091069,On My Own
Q3421009,Raymond Longford,Q7091100,On Our Selection
Q1738601,Ken G. Hall,Q7091101,On Our Selection
Q7976106,Wayne Coles-Janess,Q7091306,On the Border of Hopetown
Q7279354,Rachel Perkins,Q7093078,One Night the Moon
Q7150070,Paul Currie,Q7093117,One Perfect Day
Q4750388,Ana Kokkinos,Q7094331,Only the Brave
Q15615844,Phoebe Hart,Q7100297,"Orchids, My Intersex Adventure"
Q1738601,Ken G. Hall,Q7103933,Orphan of the Wilderness
Q4877593,Beaumont Smith,Q7110641,"Our Friends, the Hayseeds"
Q920584,Alan Bridges,Q7111610,Out of Season
Q913154,Brian Trenchard-Smith,Q7111720,Out of the Body
Q2982591,Colin Eggleston,Q7111870,Outback Vampires
Q51624648,Chris Löfvén,Q7116409,Oz
Q6228224,John D. Lamond,Q7122301,Pacific Banana
Q4712361,Albie Thoms,Q7127973,Palm Beach
Q5686458,Haydn Keenan,Q7130566,Pandemonium
Q57415831,Kathryn Millard,Q7138582,Parklands
Q16195520,Peter Duncan,Q7142697,Passion
Q6767947,Mark Hartley,Q7146001,Patrick
Q5981361,Ian Darling,Q7151726,Paul Kelly: Stories of Me
Q4647281,A.R. Harwood,Q7158125,Pearl Lust
Q3431335,Richard Wolstencroft,Q7158241,Pearls Before Swine
Q958587,Frank Hurley,Q7158247,Pearls and Savages
Q1174863,Davyd Cherkaskyi,Q7176283,Peter Pan
Q60291444,Richard Trueblood,Q7176283,Peter Pan
Q3421009,Raymond Longford,Q7177495,Peter Vernon's Silence
Q7803256,Tim Burstall,Q7178200,Petersen
Q7380315,Rupert Kathner,Q7180562,Phantom Gold
Q2927155,Bryan Gordon,Q7191339,Pie in the Sky
Q6847274,Mike Hollands,Q7200057,Piñata
Q5294199,Donald Crombie,Q7203385,Playing Beatie Bow
Q7704133,Terry Bourke,Q7205267,Plugg
Q3421009,Raymond Longford,Q7227355,Pommy Arrives in Australia
Q25183124,George Whaley,Q7228792,Poor Man's Orange
Q711682,Dick Clement,Q7230374,Porridge
Q5083137,Charles Villiers,Q7233444,Possum Paddock
Q6375547,Kate Howarde,Q7233444,Possum Paddock
Q453792,Charles Chauvel,Q7236633,Power to Win
Q4877593,Beaumont Smith,Q7239930,Prehistoric Hayseeds
Q328660,George T. Miller,Q7242453,Prey
Q5112877,Christopher Miles,Q7242893,Priest of Love
Q5232078,David Caesar,Q7243324,Prime Mover
Q7288095,Ralph Smart,Q7243570,Primitive Peoples
Q117864014,Keith Salvat,Q7246061,Private Collection
Q7815438,Tom Cowan,Q7249802,Promised Woman
Q43901468,Alessandro Cavadini,Q7251254,Protected
Q6405381,Kieran Galvin,Q7260738,Puppy
Q22277550,Bert Deling,Q7261128,Pure Shit
Q6255888,John Ruane,Q7270879,Queensland
Q130527274,M. Frank,Q7278357,Ra Choi
Q7380315,Rupert Kathner,Q7279685,Racing Luck
Q7279354,Rachel Perkins,Q7280293,Radiance
Q5539735,George Gittoes,Q7289994,Rampage
Q2975559,Clarence G. Badger,Q7292876,Rangle River
Q117860410,Nicholas Hansen,Q7294762,Rash
Q4932121,Bob Connolly,Q7295920,Rats in the Ranks
Q15710032,Robin Anderson,Q7295920,Rats in the Ranks
Q7381540,Russell Hagg,Q7296856,Raw Deal
Q114158030,Tony Wellington,Q7296879,Raw Nerve
Q113139208,Darren Ashton,Q7299693,Razzle Dazzle: A Journey into Dance
Q16107356,Michael Jenkins,Q7302016,Rebel
Q5675105,Hartney Arthur,Q7305051,Red Sky at Morning
Q16193147,Jon Hewitt,Q7305447,Redball
Q113552822,Danny Vendramini,Q7305893,Redheads
Q6105488,J. E. Mathews,Q7312069,"Remorse, a Story of the Red Plague"
Q382599,Michael Hoffman,Q7316160,Restless Natives
Q53414693,Ray Argall,Q7317149,Return Home
Q115097844,Lachlan Ryan,Q7318200,Reverse Runner
Q115097845,Jarrod Theodore,Q7318200,Reverse Runner
Q675977,Don Chaffey,Q7332514,Ride a Wild Pony
Q532307,Nadia Tass,Q7334087,Rikky and Pete
Q3564549,W. J. Lincoln,Q7335543,Rip Van Winkle
Q20657642,Alan White,Q7336223,Risk
Q2636665,Alan John Clarke,Q7336459,"Rita, Sue and Bob Too"
Q95785706,Tony Mahood,Q7337831,River Street
Q7634026,Sue Brooks,Q7339544,Road to Nhill
Q6389885,Kenneth Brampton,Q7340828,Robbery Under Arms
Q5080538,Charles MacMahon,Q7340830,Robbery Under Arms
Q3157245,Jack Lee,Q7340832,Robbery Under Arms
Q3195038,Q3195038,Q7340833,Robbery Under Arms
Q5294199,Donald Crombie,Q7340833,Robbery Under Arms
Q3228926,Lee Robinson,Q7354120,Rock'n'Roll
Q98001,Christian Wagner,Q7355520,Rockpalast
Q5294199,Donald Crombie,Q7370819,Rough Diamonds
Q3421009,Raymond Longford,Q7376827,Rudd's New Selection
Q113365841,Chris Langman,Q7379502,Run Chrissie Run!
Q7175721,Peter Maxwell,Q7379519,"Run Rebecca, Run"
Q6229518,John Dixon,Q7380023,Running from the Guns
Q113471494,John Clark,Q7380038,Running on Empty
Q131340902,Steve Middleton,Q5135393,Closer and Closer Apart
Q5181140,Craig Lahiff,Q5139942,Coda
Q114028130,Rupert Glasson,Q5141012,Coffin Rock
Q5335962,Eddie Davis,Q5148562,Color Me Dead
Q16104830,Nigel Buesst,Q5151242,Come Out Fighting
Q3568632,William Freshman,Q5151292,Come Up Smiling
Q16104830,Nigel Buesst,Q5156677,Compo
Q4908809,Bill Douglas,Q5157667,Comrades
Q1351727,Val Guest,Q5160040,Confessions of a Window Cleaner
Q6372399,Karl Zwicky,Q5164864,Contagion
Q4723361,Alfred Rolfe,Q5166839,Cooee and the Echo
Q328660,George T. Miller,Q5167277,Cool Change
Q6768251,Mark Joffe,Q5173917,Cosi
Q3504464,Dennis O'Rourke,Q5176122,Couldn't Be Fairer
Q7175721,Peter Maxwell,Q5177448,Country Town
Q131406978,David Swann,Q5180379,Crackers
Q6755588,Marc Gracie,Q5185511,Crimetime
Q5107610,Chris Nyst,Q5187786,Crooked Business
Q6261681,John V. Soto,Q5190184,Crush
Q117854193,Damian Heffernan,Q5191761,Cthulhu
Q6939225,Murray Fahey,Q5192195,Cubbyhouse
Q4723361,Alfred Rolfe,Q5194504,Cupid Camouflaged
Q1738601,Ken G. Hall,Q5207855,"Dad Rudd, MP"
Q25183124,George Whaley,Q5207857,Dad and Dave: On Our Selection
Q1738601,Ken G. Hall,Q5207859,Dad and Dave Come to Town
Q3177481,Jerry London,Q5207901,Dadah Is Death
Q6939225,Murray Fahey,Q5208656,Dags
Q117860334,Stasch Radwanski Jr.,Q5209788,Daisy and Simon
Q117858927,Leigh Sheehan,Q5211065,Dalkeith
Q4766717,Ann Turner,Q5211325,Dallas Doll
Q22277550,Bert Deling,Q5211523,Dalmas
Q113654370,Brett Anstey,Q5212753,Damned by Dawn
Q4723361,Alfred Rolfe,Q5214050,Dan Morgan
Q1374169,Rolf de Heer,Q5215162,Dance Me to My Song
Q709076,Stephen Hopkins,Q5216093,Dangerous Game
Q850385,Bryan Forbes,Q5220932,International Velvet
Q7372730,Roy Darling,Q5227922,Daughter of the East
Q3808351,Jim Loach,Q5230733,Oranges and Sunshine
Q3195038,Q3195038,Q5242390,Dawn!
Q913154,Brian Trenchard-Smith,Q5242975,Day of the Panther
Q16104830,Nigel Buesst,Q5245148,Dead Easy
Q22277550,Bert Deling,Q5245150,Dead Easy
Q913154,Brian Trenchard-Smith,Q5245167,Dead End Drive-In
Q39005726,Tony Krawitz,Q5245178,Dead Europe
Q113586146,Nick Parsons,Q5245210,Dead Heart
Q6255888,John Ruane,Q5245250,Dead Letter Office
Q958911,Alec Mills,Q5245405,Dead Sleep
Q94517959,Ross Gibson,Q5245524,Dead to the World
Q4785317,Arch Nicholson,Q5245578,Deadline
Q743866,Esben Storm,Q5245604,Deadly
Q4908103,Bill Bennett,Q5246821,Dear Cardholder
Q117860629,Chris Cudlipp,Q5246824,Dear Claudia
Q6304164,Philippe Mora,Q5247591,Death of a Soldier
Q913154,Brian Trenchard-Smith,Q5247671,Deathcheaters
Q913154,Brian Trenchard-Smith,Q5249093,Absolute Deception
Q22115024,Steve Pasvolsky,Q5249264,Deck Dogz
Q131406875,Warwick Freeman,Q5256327,Demonstrator
Q117859680,Greg Arce,Q5256446,Den
Q4964286,Brian Kavanagh,Q5260579,Departure
Q4877593,Beaumont Smith,Q5263931,Desert Gold
Q28086157,Chris Fitchett,Q5264862,Desolation Angels
Q16733042,Scott Murray,Q5267342,Devil in the Flesh
Q5238384,David Parker,Q5271064,Diana & Me
Q5424085,Francis William Thring,Q5275641,Diggers
Q3421009,Raymond Longford,Q5275649,Diggers in Blighty
Q7143507,Pat Hanna,Q5275649,Diggers in Blighty
Q358804,John Duigan,Q5277185,Dimboola
Q4723361,Alfred Rolfe,Q5286136,Do Men Love Women?
Q6793366,Maurice Murphy,Q5287568,Doctors and Nurses
Q3430994,Richard Lowenstein,Q5288447,Dogs in Space
Q5107089,Chris Kennedy,Q5288674,Doing Time for Patsy Cline
Q117859415,Timothy Jolley,Q5290914,Dominick Dunne: After the Party
Q117859522,Kirsty de Garis,Q5290914,Dominick Dunne: After the Party
Q449220,Bruce Beresford,Q5291409,Don's Party
Q6251025,John O'Shea,Q5291723,Don't Let It Get You
Q84217,Rudolf Nureyev,Q5293358,Don Quixote
Q115090274,Faramarz K. Rahber,Q5296234,Donkey in Lahore
Q5315730,Dunstan Webb,Q5297296,Dope
Q109648674,Chisholm McTavish,Q5298700,The Dorothy the Dinosaur and Friends Video
Q4964286,Brian Kavanagh,Q5299711,Double Deal
Q5672514,Harry Southwell,Q5302881,Down Under
Q951522,Scott Hicks,Q5303019,Down the Wind
Q5542148,George Marlow,Q5308076,Driving a Girl to Destruction
Q7803256,Tim Burstall,Q5312255,Duet for Four
Q117859041,Lee Rogers,Q5316988,Dust Off the Wings
Q3228926,Lee Robinson,Q5317009,Dust in the Sun
Q113677627,John Richardson,Q5317162,Dusty
Q130526872,Charles Hardy,Q5328902,East Lynne
Q5181140,Craig Lahiff,Q5331560,Ebbtide
Q543563,Phillip Noyce,Q5332796,Echoes of Paradise
Q53414693,Ray Argall,Q5348951,Eight Ball
Q3470620,Samantha Lang,Q5361998,The Well
Q7803256,Tim Burstall,Q5362135,Eliza Fraser
Q4727711,Alkinos Tsilimidos,Q5368741,Em4Jay
Q113509706,Clive Rees,Q7718642,The Blockhouse
Q3421009,Raymond Longford,Q7718807,The Blue Mountains Mystery
Q6685026,Lottie Lyell,Q7718807,The Blue Mountains Mystery
Q5083707,Charles Woods,Q7719094,The Bondage of the Bush
Q7610796,Stephen Wallace,Q7719641,The Boy Who Had Everything
Q3129929,Rowan Woods,Q7719728,The Boys
Q117860898,Geoff Bennett,Q7719766,The Boys in the Island
Q5492176,Franklyn Barrett,Q7719923,The Breaking of the Drought
Q5672514,Harry Southwell,Q7720639,The Burgomeister
Q19958066,Cathy Henkel,Q7720680,The Burning Season
Q3421009,Raymond Longford,Q7720732,The Bushwhackers
Q6988244,Neil Armfield,Q7721564,The Castanet Club
Q105697790,Sandra Sciberras,Q7721707,The Caterpillar Wish
Q4723361,Alfred Rolfe,Q7722263,The Cheat
Q7154855,Paulette McDonagh,Q7722268,The Cheaters
Q617383,Roy Redgrave,Q7722714,The Christian
Q5492176,Franklyn Barrett,Q7722714,The Christian
Q3421009,Raymond Longford,Q7722865,The Church and the Woman
Q6388331,Ken Quinnell,Q7723144,The City's Edge
Q6387409,Ken Cameron,Q7723336,The Clean Machine
Q5240080,David Stevens,Q7723409,The Clinic
Q449220,Bruce Beresford,Q7723514,The Club
Q14902479,David Field,Q7726899,The Combination
Q5993122,Igor Auzins,Q7727561,The Coolangatta Gold
Q28839849,Ted Emery,Q7727942,The Craic
Q4723361,Alfred Rolfe,Q7728064,The Crime and the Criminal
Q3564549,W. J. Lincoln,Q7728109,The Crisis
Q7437018,Scott Patterson,Q7728163,The Crop
Q3101803,George Ogilvie,Q7728178,The Crossing
Q1368884,Simon Wincer,Q7728406,The Cup
Q4723361,Alfred Rolfe,Q7728410,The Cup Winner
Q6229465,John Dingwall,Q7728500,The Custodian
Q117848446,Paul Harmon,Q7728983,The Dark Room
Q3228926,Lee Robinson,Q7729129,The Dawn Fraser Story
Q16012394,Joy Cavill,Q7729129,The Dawn Fraser Story
Q4723361,Alfred Rolfe,Q7729142,The Day
Q113443085,Peter Fisk,Q7729216,The Day of the Roses
Q110265386,Chris Thomson,Q7729665,The Delinquents
Q2463688,Brian Bell,Q7729747,The Department
Q237268,Paul Cox,Q7730099,The Diaries of Vaslav Nijinsky
Q4877593,Beaumont Smith,Q7730168,The Digger Earl
Q6389885,Kenneth Brampton,Q7730210,The Dingo
Q3421009,Raymond Longford,Q7730217,The Dinkum Bloke
Q6685026,Lottie Lyell,Q7730217,The Dinkum Bloke
Q3161154,James Hill,Q7730463,The Dock Brief
Q7299016,Raymond Menmuir,Q7730463,The Dock Brief
Q3564549,W. J. Lincoln,Q7730734,The Double Event
Q951493,Charles Jarrott,Q7730764,The Dove
Q3293340,Mario Andreacchio,Q7730975,The Dreaming
Q6234993,John Gavin,Q7731061,The Drover's Sweetheart
Q5492176,Franklyn Barrett,Q7731783,The Eleventh Hour
Q110265386,Chris Thomson,Q7731969,The Empty Beach
Q6834878,Michael Thornhill,Q7732680,The Everlasting Secret Family
Q89074,Louis Ralph,Q7732846,The Exploits of the Emden
Q1738601,Ken G. Hall,Q7732846,The Exploits of the Emden
Q113625317,Kevin Carlin,Q7732882,The Extra
Q6834878,Michael Thornhill,Q7732966,The FJ Holden
Q5083137,Charles Villiers,Q7733022,The Face at the Window
Q7154855,Paulette McDonagh,Q7733414,The Far Paradise
Q3421009,Raymond Longford,Q7733529,The Fatal Wedding
Q3082659,Frank Howson,Q7733944,The Final Stage
Q113462163,Brian Andrews,Q7733953,The Final Winter
Q113462164,Jane Forrest,Q7733953,The Final Winter
Q6401926,Khoa Do,Q7733988,The Finished People
Q358804,John Duigan,Q7734059,The Firm Man
Q5321938,E. J. Cole,Q7734297,The Five of Hearts
Q1237389,Miles Mander,Q7734577,The Flying Doctor
Q675977,Don Chaffey,Q7735084,The Fourth Wish
Q449220,Bruce Beresford,Q7735329,The Fringe Dwellers
Q4877593,Beaumont Smith,Q7736132,The Gentleman Bushranger
Q449220,Bruce Beresford,Q7736240,The Getting of Wisdom
Q131406975,Kathy Mueller,Q7736524,The Girl Who Came Late
Q7380315,Rupert Kathner,Q7736766,The Glenrowan Affair
Q5546611,George Young,Q7737123,The Golden West
Q106375199,David Baker,Q7737838,The Great Macarthy
Q5315730,Dunstan Webb,Q7738274,The Grey Glove
Q6227202,John Cosgrove,Q7738566,The Guyra Ghost Mystery
Q5424085,Francis William Thring,Q7738998,The Haunted Barn
Q3421009,Raymond Longford,Q7739084,The Hayseeds
Q4877593,Beaumont Smith,Q7739084,The Hayseeds
Q4877593,Beaumont Smith,Q7739085,The Hayseeds' Back-blocks Show
Q4877593,Beaumont Smith,Q7739086,The Hayseeds' Melbourne Cup
Q4877593,Beaumont Smith,Q7739087,The Hayseeds Come to Sydney
Q16107356,Michael Jenkins,Q7739216,The Heartbreak Kid
Q4723361,Alfred Rolfe,Q7739495,The Hero of the Dardanelles
Q28839849,Ted Emery,Q7740191,The Honourable Wally Norman
Q5672514,Harry Southwell,Q7740276,The Hordern Mystery
Q958587,Frank Hurley,Q7740465,The Hound of the Deep
Q2011694,P. J. Hogan,Q7740937,The Humpty Dumpy Man
Q113559061,Warwick Gilbert,Q7740963,The Hunchback of Notre Dame
Q117859570,John Studley,Q7741792,The Independent
Q117864061,Andrew O'Keefe,Q7741792,The Independent
Q110989897,Craig Monahan,Q7742367,The Interview
Q3431335,Richard Wolstencroft,Q7742389,The Intruder
Q3228926,Lee Robinson,Q7742391,The Intruders
Q5294199,Donald Crombie,Q7742576,The Irishman
Q2477748,Wilfred Lucas,Q7742854,The Jackeroo of Coolabong
Q5546394,George Willoughby,Q7743312,The Joan of Arc of Loos
Q6834878,Michael Thornhill,Q7743642,The Journalist
Q1804597,Lesley Selander,Q7743960,The Kangaroo Kid
Q18002645,Andrew Traucki,Q1632707,The Reef
Q3116260,Greg McLean,Q1633106,Wolf Creek
Q114204465,Adrian Carr,Q1637162,The Sword of Bushido
Q19872804,Dean Murphy,Q1648869,Charlie & Boots
Q320259,Kevin Connor,Q1659336,Arabian Adventure
Q1530946,Glendyn Ivin,Q1660083,Last Ride
Q951522,Scott Hicks,Q1680405,The Boys Are Back
Q532307,Nadia Tass,Q1692212,Malcolm
Q3470620,Samantha Lang,Q1712162,The Monkey's Mask
Q711415,Herbert Ross,Q1737987,The Seven-Per-Cent Solution
Q4908103,Bill Bennett,Q1743756,Kiss or Kill
Q5091950,Cherie Nowlan,Q1745723,Clubland
Q131460872,Christopher Fraser,Q1753929,Summer City
Q51506,Richard Attenborough,Q1754270,Young Winston
Q707773,Peter R. Hunt,Q1754840,Wild Geese II
Q51541,Nicolas Roeg,Q1755023,Insignificance
Q1330752,Elissa Down,Q1755928,The Black Balloon
Q991798,Bruce Robinson,Q1756560,Withnail and I
Q5980854,Ian Barry,Q1757269,The Chain Reaction
Q446960,George Miller,Q1757288,Mad Max: Fury Road
Q8054208,Yoav Shamir,Q1766498,Defamation
Q4766717,Ann Turner,Q1778814,Irresistible
Q1045172,Carroll Ballard,Q1781817,Wind
Q966124,Christopher Smith,Q1783930,Triangle
Q8312,Nicholas Meyer,Q1786324,Volunteers
Q2744017,Ray Lawrence,Q1790524,Jindabyne
Q17385689,Bruce Best,Q1807367,Warming Up
Q23836180,Michael Spierig,Q1810314,Undead
Q23836181,Peter Spierig,Q1810314,Undead
Q951493,Charles Jarrott,Q1856597,"Mary, Queen of Scots"
Q3129929,Rowan Woods,Q1865670,Little Fish
Q491809,Mike Hodges,Q1887799,Pulp
Q7822887,Tony Martin,Q1939403,Bad Eggs
Q740649,Gerald Thomas,Q1941014,Carry On Girls
Q328660,George T. Miller,Q1961374,Les Patterson Saves the World
Q449220,Bruce Beresford,Q1970669,Paradise Road
Q16195520,Peter Duncan,Q1977021,Children of the Revolution
Q55258,Stephen Frears,Q1984419,Gumshoe
Q5606993,Gregory J. Read,Q1984949,Like Minds
Q55303,John Schlesinger,Q2004460,Yanks
Q652149,Anees Bazmee,Q2007104,Singh Is Kinng
Q1908416,Brian Clemens,Q2020736,Captain Kronos – Vampire Hunter
Q438911,Gillian Armstrong,Q2033052,Oscar and Lucinda
Q1061316,Jamie Blanks,Q2062852,Long Weekend
Q47799114,Daniel Nettheim,Q2118926,The Hunter
Q6317793,Justin Kurzel,Q2133240,Snowtown
Q6438600,Kriv Stenders,Q2135949,Red Dog
Q740649,Gerald Thomas,Q2146384,Carry On England
Q703727,Fred Schepisi,Q2205409,The Chant of Jimmie Blacksmith
Q964832,Peter Sykes,Q2253853,To the Devil a Daughter
Q328660,George T. Miller,Q2259533,The Man from Snowy River
Q3189051,Julia Leigh,Q2294057,Sleeping Beauty
Q27630796,Sean Byrne,Q2296492,The Loved Ones
Q730984,Dzongsar Jamyang Khyentse Rinpoche,Q2298281,Travellers and Magicians
Q7846914,Troy Nixey,Q2299378,Don't Be Afraid of the Dark
Q298352,Lindsay Anderson,Q2306978,O Lucky Man!
Q967544,Jay Chandrasekhar,Q2306995,The Dukes of Hazzard
Q5249934,Dee McLachlan,Q2339315,The Jammed
Q269669,Illeana Douglas,Q2352173,Stories of Lost Souls
Q447694,Deborra-Lee Furness,Q2352173,Stories of Lost Souls
Q4758784,Andrew Upton,Q2352173,Stories of Lost Souls
Q6769142,Mark Palansky,Q2352173,Stories of Lost Souls
Q7151355,Paul Holmes,Q2352173,Stories of Lost Souls
Q51530,Jerzy Skolimowski,Q2364520,Moonlighting
Q117859259,David Denneen,Q2386658,Restraint
Q923930,John Whitesell,Q2407062,See Spot Run
Q7343062,Robert Connolly,Q2409617,The Bank
Q967593,Jimmy Sangster,Q2411296,Fear in the Night
Q1689216,Jim Sharman,Q2415762,The Night the Prowler
Q16107356,Michael Jenkins,Q2451484,Emerald City
Q113443051,Antony J. Bowman,Q2456097,Paperback Hero
Q2342969,Rob Sitch,Q2471493,The Castle
Q3063860,Fabrice Du Welz,Q2479261,Vinyan
Q328660,George T. Miller,Q2515683,Gross Misconduct
Q2442472,Tony Ayres,Q2542475,Walking on Water
Q363653,Guy Hamilton,Q2543979,The Mirror Crack'd
Q361630,Richard Roxburgh,Q2548513,"Romulus, My Father"
Q1334509,Trevor Nunn,Q2559966,Hedda
Q117848445,Dan Castle,Q2565495,Newcastle
Q2059818,Paul Goldman,Q2579375,Suburban Mayhem
Q113489054,Clinton Smith,Q2586958,Sample People
Q7343062,Robert Connolly,Q2597292,Balibo
Q3048459,Edward Bennett,Q2607773,Ascendancy
Q3378803,Phil Lord,Q2608065,The LEGO Movie
Q13638984,Christopher Miller,Q2608065,The LEGO Movie
Q5252449,Dein Perry,Q2634003,Bootmen
Q36486276,Bruce D. Clark,Q2636180,Galaxy of Terror
Q1726589,Rita Lengyel,Q2638438,Gabriel
Q23542535,Shane Abbess,Q2638438,Gabriel
Q357316,Dušan Makavejev,Q2663674,The Coca-Cola Kid
Q1368884,Simon Wincer,Q2682416,The Lighthorsemen
Q1393077,Gregor Jordan,Q2699724,Two Hands
Q4750388,Ana Kokkinos,Q2700562,Head On
Q2719725,Stuart Beattie,Q2708907,"I, Frankenstein"
Q114678308,Dean Francis,Q2710763,Road Kill
Q1506091,Wayne Blair,Q2715076,The Sapphires
Q8004970,William Baker,Q2733930,White Diamond: A Personal Portrait of Kylie Minogue
Q850385,Bryan Forbes,Q2779010,The Slipper and the Rose
Q3157204,Jack Hazan,Q2819650,A Bigger Splash
Q16193147,Jon Hewitt,Q2823386,Acolytes
Q7815438,Tom Cowan,Q6296331,Journey Among Women
Q6688609,Louise Alston,Q6302017,Jucy
Q6103892,J.A. Lipman,Q6316299,Just Peggy
Q6129930,James Bogle,Q6344965,Kadaicha
Q7803256,Tim Burstall,Q6362508,Kangaroo
Q21662977,Melanie Hogan,Q6365876,Kanyini
Q28839849,Ted Emery,Q6376051,Kath & Kimderella
Q3436568,Robert Young,Q6383001,Keep It Up Downstairs
Q5130263,Clayton Jacobson,Q6390950,Kenny
Q117860371,Lynda Heys,Q6404196,Kick
Q4723361,Alfred Rolfe,Q6412331,King of the Coiners
Q3228926,Lee Robinson,Q6412332,King of the Coral Sea
Q5492176,Franklyn Barrett,Q6423167,Know Thy Child
Q7693669,Ted Robinson,Q6426728,Kokoda Crescent
Q237268,Paul Cox,Q6433483,Kostas
Q913154,Brian Trenchard-Smith,Q6444464,Kung Fu Killers
Q3498963,Steve Jacobs,Q6465315,La Spagnola
Q7704133,Terry Bourke,Q6470563,Lady Stay Dead
Q114312512,David Pulbrook,Q6494265,Last Dance
Q6181881,Jeremy Sims,Q6494727,Last Train to Freo
Q6504975,Lawson Harris,Q6503522,Law or Loyalty
Q1337082,Freddie Francis,Q6517827,Legend of the Werewolf
Q117883761,Derek Strachan,Q6526680,Leonora
Q16230635,Matthew George,Q6532367,Let's Get Skase
Q1738601,Ken G. Hall,Q6532660,Let George Do It
Q117848469,Oliver Howes,Q6533067,Let the Balloon Go
Q19872804,Dean Murphy,Q6537610,Lex and Rory
Q703727,Fred Schepisi,Q6542266,Libido
Q6220063,John B. Murray,Q6542266,Libido
Q7803256,Tim Burstall,Q6542266,Libido
Q117851606,Lawrence Johnston,Q6544652,Life
Q7976106,Wayne Coles-Janess,Q6545078,Life at the End of the Rainbow
Q6185374,Jerzy Domaradzki,Q6547664,Lilian's Story
Q7185610,Phillip Avalon,Q6557344,Liquid Bridge
Q237268,Paul Cox,Q6671608,Lonely Hearts
Q1018614,Byron Haskin,Q6672759,Long John Silver
Q120401921,Peter Dodds,Q6684450,Lost in the Bush
Q3182376,John Robins,Q6691430,Love Thy Neighbour
Q5372704,Emma-Kate Croghan,Q6691661,Love and Other Catastrophes
Q5233328,David Elfick,Q6691803,Love in Limbo
Q507519,Geoffrey Wright,Q6692348,Lover Boy
Q1738601,Ken G. Hall,Q6692460,Lovers and Luggers
Q933562,Ben Lewin,Q6697866,Lucky Break
Q6438600,Kriv Stenders,Q6697875,Lucky Country
Q6831596,Michael James Rowland,Q6697962,Lucky Miles
Q524821,Judy Morris,Q6699927,Luigi's Ladies
Q237268,Paul Cox,Q6705261,Lust and Revenge
Q7279354,Rachel Perkins,Q6721611,Mabo
Q908689,Brendan Fletcher,Q6725911,Mad Bastards
Q6129930,James Bogle,Q6725917,Mad Bomber in Love
Q117860293,Vincent Giarrusso,Q6744098,Mallboy
Q4908103,Bill Bennett,Q6744607,Malpractice
Q237268,Paul Cox,Q6746388,Man of Flowers
Q114955853,John Honey,Q6748794,Manganinnie
Q5387293,Eric Porter,Q6757681,Marco Polo Junior Versus the Red Dragon
Q117860478,Kay Pavlou,Q6778749,Mary
Q7117020,P.J. Ramster,Q6786365,Mated in the Wilds
Q4723361,Alfred Rolfe,Q6786661,Mates of the Murrumbidgee
Q117859368,Chris McGill,Q6796943,Maybe This Time
Q117860664,John Eastway,Q6813921,"Melvin, Son of Alvin"
Q117859152,Michael Joy,Q6815990,Men's Group
Q507519,Geoffrey Wright,Q6822696,Metal Skin
Q4693632,Agostino Imondi,Q6836601,Waking Up the Nation
Q107487041,Quentin Masters,Q6842889,Midnite Spares
Q21605119,R. Maslyn Williams,Q6849376,Mike and Stefani
Q5980854,Ian Barry,Q6867932,Minnamurra
Q16107529,Tom Zubrycki,Q6896502,Molly & Mobarak
Q29617984,Ned Lander,Q6896507,Molly
Q449220,Bruce Beresford,Q6899176,Money Movers
Q6387409,Ken Cameron,Q6900738,Monkey Grip
Q117861534,Mark Forstmann,Q6900802,Monkey Puzzle
Q3564549,W. J. Lincoln,Q6907722,Moondyne
